text,label,predict_label
rebahan ngilangin lelah seharian beraktivitas ngescroll video sosmed yuk streaming nya pake jaringan ngescroll mentok sepuasnya,0,Positif
streaming music online youtube rebahan nikmat koneksiin jaringan puas banget,0,Positif
mendengarkan musik online spotify rebahan cara ku menikmati istirahat malam koneksi nya pake jaringan mantap banget,0,Positif
terpercaya langganan nya,0,Positif
gak repot deh kalo udah kepenuhan data banget sobat gunain cloud storage dijamin data aman kapasitas penyimpanan nya up to gb lho,0,Positif
langganan keuntungan nya serba pake internet,0,Positif
ngescroll video youtube shorts rebahan pikiran relax koneksi nya pake jaringan mantap banget,0,Positif
lupa bersyukurr pakai koneksi batas,0,Positif
utama langganan hehe,0,Positif
wifi rumah pake kartu ngerasa orang sabar pengen tidu,0,Positif
ternyaman bikin betahh ditambah koneksi wifi yg cepat pastinya,0,Positif
alunan musyikk syahduu menemani malam mu thanks lancar jayaa,0,Positif
internet anak muda,0,Positif
tutorial bikin camilan asyik ngadatt pake lahyaa,0,Positif
selamat pagi semangat semoga allah mudahkan semoga kabar bersyukur bgt kerjaan lancar karna rumah hehe,0,Positif
hidup kopi manis pahit dikit datar jaringan stabil,0,Positif
kesulitan apapun diatasi jaringan lancar,0,Positif
makan siang ditemani streaming film bareng,0,Positif
semangat lancar jaya,0,Positif
sobat rumah khawatir sobat pembayaran aplikasi my lho yuk geser,0,Positif
salah lakukan kasih sayang banget berbagi kuota internet tersayang pakai smooa by yuk,0,Positif
hati senang cuaca cerah koneksi lancar,0,Positif
langganan nihyuk ah pakai hemat nya,0,Positif
tau gak memonitor rumah genggaman loh smart serba otomatis atur pantau rumah sesuka yuk berlangganan my nikmati kemudahan nya,0,Positif
mari berlangganan berbagi guys,0,Positif
ngajak keluarga langganan asik kaliya moots,0,Positif
yuk pemakai dan langganan nya harga perbulan,0,Positif
definisi hidup haha hadehh nya ditemenin dunia serasa milik berdua haha,0,Positif
aktivitas online nyaman jaringan anti lag,0,Positif
wfh ga khawatir kuota jebol,0,Negatif
ayo lah kawan langganan,0,Positif
youtube an lancar,0,Positif
selamat rabu gengs cuaca diluar mendung nih pengen wfh aja pake sarapan sup telur pas bgt hahh,0,Positif
makan siang nonton netflix sukak deh hehehe,0,Positif
online jaringan,0,Positif
aja tanboykun makan bungkus mi detik yuk nonton youtubenya pake jaringan handal,0,Positif
kebayang gak hari nya nonton youtube melulu kouta habiskan bulanya untungya rumah pasang internet sudh unlimited cuaca jaringan nya stabil,0,Positif
semangat kerja,0,Positif
alhamdulilah lancar,0,Positif
wfh pakai kerja lancar pikiran tenang,0,Positif
jatohnya hemat ya ku ingin langganan,0,Positif
pick one yuk makanan ber ayam favorit mimin sih ayam taliwang khas lombok sobat menemukan inspirasi masakan channel afn sobat tonton tv,0,Positif
udah ketemu selasa wfh wfo lupa sarapan biar semangat jalanin pake biar kerjaan lancar,0,Positif
streaming drakor viu tv hemat kouta nonton lancar,0,Positif
yah langganan hemat harga nya murah,0,Positif
kalo wfh gini ngapain aja rumah lancar kalo jaringan internet wifi rumah emang ngebantu banget produktif,0,Positif
bersyukur jaringan suport aktivitas onlineku happy valentines to,0,Positif
lakukan aktivitas kuliah online pake internet cepatanti lemot,0,Positif
streaming video youtube nyari referensi rakit pc low budget koneksiin jaringan keren banget,0,Positif
semangat,0,Positif
bisnis onlen lancar berkat,0,Positif
selasa produktif,0,Negatif
internet lancar kerja lancar,0,Positif
streaming video youtube nyari referensi rakit pc low budget koneksiin jaringan asik banget,0,Positif
koneksi secerah,0,Netral
streaming video youtube nyari referensi rakit pc low budget koneksiin jaringan mantap banget,0,Positif
langganan yukk guyss,0,Positif
semangat ku,0,Positif
yuk langganan harga nya ramah kantong nih,0,Positif
besok jadwal nya wfh wfo yaa lupa sarapan biar semangat jalanin pake biar kerjaan lancar,0,Positif
kelar kerja nih me time me time banget refresh pikiran urusan kerjaan me time terbaik versi dengerin lagu healing pake internet,0,Positif
streaming video youtube nyari referensi setup streaming low budget koneksiin jaringan mantap banget,0,Positif
ppkm diterapkan anak beraktivitas online untung pakai internet setia nemenin belajar online tenang gini,0,Positif
hal produktif meluangkan menit workout liat tutorial youtube pake internet silahkan dicoba semoga hari mu produktif,0,Positif
gemes parah sih mas dokter capek liat ga menua,0,Negatif
bareng kerjaan beres,0,Positif
mensyukuri besokyang besok work from home virtual lancar pake semangat besok,0,Positif
kalo jadwal nya minggu kali sekolah offline selebihnya belajar rumah belajar online alhamdulillah rumah slalu support jaringan internet lancar stabil ayoo register,0,Positif
acara keluarga buang sia mending upload youtube cari internet ngebut solusi nya,0,Positif
tugas terjemahkan bahasa indonesia kirim email sekolah mudah tiada,0,Positif
malam rabu enak nya nobar netflix pakek cari internet lancar jaya setia menemani,0,Positif
ngembangin website cari internet lancar jaya setia menemani pekerjaan,0,Positif
terbaik,0,Positif
belajar online cari internet ngebut so ngabisin kuota solusi nya internetnya lancar abis,0,Positif
tidur nonton drakor netflix pakai internet lancar nonton drakor kesayangan,0,Positif
nonton movie yt pake anti lelet club,0,Positif
yass segini perbulan auto langganan sih,0,Positif
gak khawatir ketinggalan tayangan tv favorit aplikasi useetv gokamu nonton acara tv favorit langsung nonton ulang tayangan nya,0,Positif
seren bgt nih ya,0,Negatif
waw murah banget ya langganan kuy ah,0,Positif
yok semangat kerja nya support wifi lancar semangat kerja nya,0,Positif
banget keuntungan kalo ikutan lomba try out online kigp latihan study ratusan juta loh cek langsung info selengkapnya,0,Positif
tidur begadang besok siapkan semangat kerja dirumah bareng pastinya pekerjaan mudah,0,Positif
baca komik video call an udah yg lumrah suka takut quota abis udah ter cover,0,Positif
waaw bgt yah aplikasi yg apps store yg blm tvnya dicoba sih install langganan dijamin ga gabut,0,Positif
gas gak sih langganan guys,0,Negatif
yuk ah berlangganan,0,Positif
selamat selasa jgn larut dlm terima kekurangan lakukan yg esok jgn menyerah smgt dukung aktivitas onlinemu pekerjaan online jd mudah,0,Positif
selasa pagi ditemenin cuaca bersahabat cocok dengerin musik pake emang the best bikin goodmood,0,Positif
beli sepatu olahraga mumpung promo beli nya online aja pake jaringan internet membantu proses nya cepat,0,Positif
untung dah berenti pake ja ya terbatas lumayan kenceng enak nya ya laptop nyala pake sepuasnya,0,Positif
pengen geprek bakar nih eits mari cari resep nya tiktok pakai jaringan super cepat doongg,0,Positif
aktivitas online padat nih serba online untung pakai hati tenang beres kerja onlen lancar bisnis onlen laris manis,0,Positif
selamat selasa untung kerjaan ku cepet selesai alhamdulillah,0,Positif
serba otomatis atur pantau rumah sesuka aplikasi genggaman smart kuy berlangganan,0,Positif
pengen ngerubah perabotan rumah nih liat tiktok ah pakai lancar deh cari referensi nya,0,Positif
kalo pake kerjaan online cepet beres nya,0,Positif
ga nyesel pake,0,Negatif
sahabat anak muda,0,Positif
as a citizen of i agree,0,Negatif
istirahat siang nonton drakor ahh refresh otak udah dr pagi kerja terimakasih karena mu liat drakorku lancar jayaa pikiran fresh,0,Positif
kerjaan online mu lancar pake,0,Positif
kerja bareng cepet kelar iya lah ga lemot,0,Positif
pake kerja online cepet kelar nya,0,Positif
pagi hujan pingin sarapan soto nih mantep wfh ditemenin lengkap nikmat pagi,0,Positif
internet lancar ya pake,0,Positif
ngejalanin bisnis online nyaman pake si cepet kelar,0,Positif
bangun tidur mandi ngopi kerja hihihi bareng kerjaan beres sih,0,Positif
serba online nyaman ya pake,0,Positif
kerja online tu aja kalo ga pake,0,Positif
kerja online lancar bisnis online lancar,0,Positif
mantap nih belajar bisnis online biar nggak stuck streaming youtube nyari referensi nya lupa koneksiin jaringan puas banget,0,Positif
searching nyaman tu pake gapernah lemot,0,Negatif
bubibu metime ngedrakor pakai internetnya mantep,0,Positif
aktivitas menumpuk pelayanan terbaik kondisi,0,Positif
support kondisi semangat kerja nya,0,Positif
pesan muda lancar layanan terbaik,0,Positif
wfh lancar pakai jaringan ajaa,0,Positif
beli paket kuota doyan streaming film main game tenang udah pakai internet rumahan bebas batas,0,Positif
melewati pagi penuh kejutan mewarnai hari mu,0,Positif
semangat menghadapi pekerjaan,0,Positif
semangat ngerjain tugas online wfh pakai jaringan,0,Positif
banget nih nyari inspirasi belajar bisnis online streaming youtube nyari referensi nya lupa koneksiin jaringan puas banget,0,Positif
gaskeun langganan sih ga pake,0,Positif
aktivitas online pakek melengkapi kondisi,0,Positif
aktivitas kerjaan mudah lancar,0,Positif
pakek kmu engga rumah nyari makan tinggal cari aja digojek,0,Positif
nyari baju murah biar tampil keren,0,Positif
teman cuaca dimana terbaik,0,Positif
jaringan internet stabil lancar ya guys,0,Positif
alhamdulillah cuaca cerah bgt semangat yuk kerja nya bareng kerjaan beres anyway semangat selasa,0,Positif
apapun aktivitas onlineku jaringan internetnya,0,Positif
aktivitas serba online untung pakai beres kerja online lancar hati tenang deh,0,Positif
aktivitas serba online untung pakai beres kerja online lancar hati tenang,0,Positif
jaringan internet pilihan ku,0,Positif
makan malam sih mi goreng ajasambil ngerjain tugas daring pake koneksi auto mantul dah,0,Positif
internetnya indonesia,0,Positif
sekolah daringkudu rajin cari inspirasi camilan nemenin anak belajar untung pakai wifi makin gampang cari tutorial ngga keabisan ide jajanan,0,Positif
percayakan aktivitas online ku,0,Positif
sependapat kalo iu jaringan terbaik indonesia,0,Negatif
quality time streaming video lucu youtube bikin ngakak koneksi nya pake jaringan enak banget,0,Positif
internetan sepuasnya takut boros kuota ya solusi nya,0,Positif
jaringan internet favorit ku,0,Positif
alhamdulilah i love you,0,Positif
pakek internet online jam nemenin dikala apapun,0,Positif
pakek engga takut kerjaan karna pakek internet diandalkan,0,Positif
nyari makan mudah cepat internet super ngebut,0,Positif
rebahan streaming video kocak odgj youtube bikin ngakak koneksi nya pake jaringan puas banget,0,Positif
ngelakuin aktivitas mudah lancar,0,Positif
semangat pastinya bersemangat,0,Positif
laris bisnis online ku promosi internet,0,Positif
sehat mata p streaming pake p gimana nins sehat aja,0,Positif
pastinya beres ngerjain wfh kelar cepet,0,Positif
tidur temani musik islami biyar bangur segar bikin hati semangat,0,Positif
sii gemoy healing bakat emang latih jago internet ya aja,0,Positif
mantap nih nyari referensi ngerakit pc streaming youtube nyari referensi nya lupa koneksiin jaringan puas banget,0,Positif
new week new me semangat support aktivitas,0,Positif
nyaman nya internetan sepuasnya jaringan,0,Positif
lancar kegiatan online berkat,0,Positif
usaha kecilan untungnya beli belanja online usaha online mudah internet,0,Positif
setuju kalo nge youtube pake jaringan bikin lancar,0,Positif
terbaik untuk ku,0,Positif
kerja nya ditemenin guys,0,Positif
beautiful sky internet hambatan kuat sinyal nya,0,Positif
selamat malam rencana nya berhenti berlangganan kerja kota posisi diluar kota rumah dibantu pencabutan via online,0,Positif
gaya hits ya coba browsing ah pake jaringan,0,Positif
selasa guys yuk semangat weekend,0,Positif
ekspresi ku download game online lancar dukung sinyal cepat,0,Positif
bikin seger tenggorokan gatel jagongan wifi nan rumah sinyal,0,Positif
sore enak nya menikmati istirahat nonton drakor pake jaringan,0,Positif
tonight nonton ngakak nonton comedy youtube pakai koneksi internet biar lancar,0,Positif
kalo wfh lupa pake yah biar lancar ngerjainnya,0,Positif
mending modem sm jdi murid gua,0,Negatif
suka warna soft heboh beli belanja online mudah dukung internet dirumah,0,Positif
ekspresi lo wifi aman sinyal kuat,0,Positif
telur nya bikin yaa coba searching youtube mudah sinyal cepat internet,0,Positif
selasa semangat badan meriang jaga kesehatan masker internetan semangat sinyal nya gacor,0,Positif
bersyukur nya menyelesaikan project tertunda meeting online berjalan lancar pakai pas nyampe rumah dimasakin masakan kesukaan sungguh nikmat yg ya guys,0,Positif
guys kalo menikmati nonton drakor jaringan,0,Positif
tenang kalo ga takut kehabisan kuota deh aktivitas online seharian,0,Positif
kerjaan online tu aja kalo ga pake,0,Netral
beraktfitas batas haha,0,Positif
online seharian ngapain aja kegiatan online support,0,Positif
sobat smart sobat mengatur smart lamp smart lhoyuk simak video mengoperasikan smart lampnya,0,Positif
pakai ga bikin nyesel guys gaming online lancar jaya bikin nyaman,0,Positif
hati tenang ngerjain tugas online lancar kalo jaringan,0,Positif
ngga cuaca bagus jaringan bagus support aktivitas onlineku,0,Positif
semangat support aktivitas ku,0,Positif
ojek online ga nganterin doang gaes pesen makanan pastikan jaringan nya pakai ya,0,Positif
nonton vidio lumayan contoh rumah jdi gak pake tukan bangunan to pasang tegel nya wkwkw untung pake jdi nonton aja mudah,0,Positif
gue cinta mati,0,Negatif
solusi jaringan internet kencang stabil,0,Positif
ngerjain tugas online wfh nyaman guys,0,Positif
ngembangin minat bakat dipelajari youtube pake internet,0,Positif
jalan lupa selfie seru jalan menikmati keindahan lupa posting medsos pake upload mudah,0,Positif
pakai ga rugi nya deh aktivitas online menyenangkan,0,Positif
cerah wfh ku lancar kelar,0,Positif
fisik sehat aktivitas,0,Positif
valentine penuh cinta salah nya cinta menyebar keluarga sehangat cinta kasih,0,Positif
emang gebuk,0,Negatif
study aplikasi digital berisikonten pendidikan yuk study pendidikan sobat,0,Positif
aja bangun ngerjain tugas online pake jaringan,0,Positif
ngecek fup bayar tagihan upgrade layanan sdh aplikasi my tanpe ribet antri,0,Positif
serba online ya jaringan internet kuat stabil nih kayak,0,Positif
ga diragukan jaringan mempermudah tugas online,0,Positif
ngerjakan tugas nikmatin internet hmm mantap,0,Positif
teman teman ku nya gak kerja yah gengs emang have fun banget kerjaan butuh internet cepat ngandalin ter cover,0,Positif
live streaming pakai lancarnyaa,0,Positif
aja ngerjain wfh,0,Negatif
siapin cemilan wfh jaringan,0,Positif
makan siang ku hasil searching ojol pake jaringan guys,0,Positif
yukk semangat nyelesaiin kerjaan nonton wkwkwk untung jaringan kantor lancarr,0,Positif
kegiatan online apapun nyaman,0,Positif
beranjak dewasa tanggung berat yaa beda remaja main main tetep bersyukur tanggung berat internet urusan beres,0,Positif
aktivitas ku asik semenjak,0,Positif
alhamdulilah kerjaan selesai berkat,0,Positif
inspirasi resep nih browsing pake tinggal dicoba ja nih,0,Positif
lancar wfh nya kalo pake jaringan mah,0,Positif
aktivitas online ringan memakai jaringan,0,Positif
covid jauhi kerumunan tdk mendesak dirumah aja ya gaess ditemani tayangan tv hari mu ngk sepi deh,0,Positif
nyari makan mudah cepat internet super ngebut ga bingung deh cari makan nya hehehe,0,Positif
jago main nya krn lancar mabar teross,0,Positif
coba langganan ah biar murah,0,Positif
ngerjain wfh ku,0,Positif
biar semangat puter musik youtube jaringan,0,Positif
semangat kerjaan numpuk ya kawan bersyukur ikhlas kunci yg kerjakan berkah setia menemani menuntaskan pekerjaan online km semoga hari mu menyenangkan,0,Positif
sumpah lihat tiktok puding serasa bikin hehehe mumpung pakai lihat puding temani jaringan super kencang,0,Positif
tunggu usee apps store apps store yuk coba nikmati beragam aplikasi hiburan apps store bikin seru,0,Positif
bikin kerjaan ku mudah,0,Positif
hayo sobat udah perbedaan teknologi g jangan bingung ya kali mimin bahas topik intip penjelasan nya yuk music sweet musician liqwyd,0,Positif
wfh menyenangkan pakai jaringan,0,Positif
serba cepat guys,0,Positif
guys jaringan internetnya kudu biar lancar searching nya,0,Positif
aktivitas apapun lancar,0,Positif
semangat kerja bareng yaa,0,Positif
internetan lancar ya guys,0,Positif
cerah nya bikin semangat menjalani,0,Positif
udah selasa aja nih jaga kesehatan nya tetep semangat yaa jalanin aktivitas,0,Positif
keren bgtt,0,Positif
semangat gais cari apapun youtube bisaa bangeett,0,Positif
mantap makasih terbhaeek koneksi nya stabil,0,Positif
beres kerjaan kalo pakai,0,Positif
ngapain khawatir kalo wfh pake wfh ku lancar,0,Positif
beres kalo pokok nya,0,Positif
semangat kerja nya pake jaringan biar ga lelet,0,Positif
internetan lancar kerjaan lancar solusi nya,0,Positif
makan siang hasil searching ojek online pake jaringan,0,Positif
bikin hati tenang beraktivitas,0,Positif
kerjaan selesai lancar jaringan,0,Positif
keren,0,Positif
kerjaan dirumah cepet beres,0,Positif
wfh nyaman cepet kelar,0,Positif
mantap,0,Positif
siang nyaman temani makan durian pake wifi gratisan connect sinyal nya ragukan,0,Positif
siang tugas connect menemani lancar,0,Positif
ah iyaa lgi mendukung bgt,0,Positif
kebutuhan internet kebutuhan pelajar mahasiswa yuk nikmati internetan sepuasnya,0,Positif
bayar diskon k,0,Positif
semnjak pasang dirumah pengenx online ngemil sampe gak sadar klo berat badan,0,Positif
min jaringan rumah connect wa sore teknisi rumah dibatalkan min terima kasih,0,Positif
koneksi internet lancar nyaman banget kerja main game mantap,0,Positif
dedikasi teknisi sf bener gercep,0,Negatif
lupa sarapan biar semangat jalanin pake biar kerjaan lancar,0,Positif
kerja ayang saham lancar gaiss happy valentines,0,Positif
internet nya pake gak mengeluh tuh lancar sih,0,Negatif
makasih lancar,0,Positif
use for a better experience,0,Positif
keren bgt,0,Positif
ikutan nih lumayankan kalo menang,0,Positif
alhamdulillah neng surabaya berkat diangkat pns alhamdulillah rumah yk yg pake d,0,Positif
sobat ragu bingung gabung aja sobat gampang banget loh,0,Positif
tanam buahan rumah ngsi wktu kuang disela kesibukan kerja untung oekerjaan selesai nanem buahan jg tutorial dr youtube biar berbuah manis,0,Positif
nih ya yg hobi nonton motogp udh ditonton lo spotv tv,0,Positif
halo sobat tips dicoba maksimal jaringan wifi aktivitas batas,0,Positif
bingsitt,0,Negatif
abis olahraga sarapan nasi goreng sarapan pagi nonton film hotstar pake biar mantap nontonnya,0,Positif
streaming youtube lemot lagu an kerjaan beres semangat pejuang dunia maya untung internet lancar jaya,0,Positif
suka ngeluh karna kuota internet boros sedih jg klo lg bokek tp beli kuota mulu trus temen yg rekomendasiin pasang wifi aja gokil bener hemat internet lancar nyesel tau skrg ya,0,Positif
belajar english lg gengs langsung praktek nya gak prlu pake arti simple n mudah dimengerti lupa dsave ya pake jaringan gengs biar lancar downloadnya,0,Positif
sobat meningkatkan kecepatan internet bingung pilih add on yuk simak perbedaan upgrade speed on demand biar nggak bingung deh pilih add on,0,Positif
bingung internetmu loss merah nggak khawatir care kasih tau langkah mengatasi internet los merah,0,Positif
min makasih yaa wfh ku lancar banget pake jaringan,0,Positif
ga ragu pake jaringan stabil kencang dijamin kegiatan belajar rumah aman terkendali,0,Positif
pakai jaringan lancar jaya aman terkendali mudah menjalani aktivitas sehari hari,0,Positif
jumat berkah semoga kerja lancar support jaringan stabil in,0,Positif
hai kak masyitoh terima kasih apresiasi baiknya menenami aktifitas kakak jaga kesehatan selamat menjalani aktifitas kak have a nice day wanda,0,Positif
bingung makan siang pakai search ah ojek online nggak bingung cepet dapet inspirasi makan xixixi anyway semangat selasa,0,Positif
info wifi bagus,0,Positif
semangat jumat kelarin kerjaan biar weekend besok nyantai rumah pake,0,Positif
jumat berkah semoga kerja lancar support jaringan stabil tamb,0,Positif
sambut jumat pagi senyuman buka laptop sambungin jaringan aktivitas kerja,0,Positif
semenjak berlangganan tv uda menikmati channel menarik tonton,0,Positif
suka banget nonton film disney untung disney hotstar koneksi nonton film seru gak mikir kuota internet habis nonton film rumah aja,0,Positif
selamat pagii semangat yakarena proses lika liku nya yuk bangkitsemangat usaha istirahat main game online pakai jg,0,Positif
informatif bangeett makasih,0,Negatif
selasa pagi butuh banget moodbooster kerja ditemenin dzikir favorite didukung jaringan lancar,0,Positif
selamat pagi selasa lupa aktivitas batas mu,0,Positif
mantap gan terimakasih,0,Positif
ping ms ping server localhost terbaik dah semoga aman kedepan nya,0,Positif
hai kak wahyuukzterima kasih ketertarikan anda layanan area anda cek tercakup jari,0,Positif
halo pemasangan gimana ya,0,Positif
akhirnya pasang,0,Positif
wkwk pascabayar asli mahal banget dah kek harga wifi papah pake kartu halo gue tau fee dibayar bulan nya tapi emang enak sih gak ribet isi pulsa isi paket,0,Positif
hai mimin senang puas layanan yuk ajakin tementemen biar aktivitas digital lancar ya thanks mng,0,Positif
terima kasih feedback respon cepat diberikan wifi normal kembali berharap terulang lagi karena puas salam sehat selalu terima kasih,0,Positif
perbulan nya brp ya kak,0,Positif
kapan ya hadir desa ku ku cinta,0,Positif
nyesel sih kalo ga nonton,0,Negatif
bukan ekonomis jaringan nya cmn dia tehtering hp gak stabil apalg zoom meeting klo cmn nonton bokep ya kali aja bisa harga aja beda tipis,0,Positif
alhamdulillah daerah rumah ku internetnya aman aja nya udah ga gangguan sm udah ganti,0,Positif
promo menarik,0,Positif
kalo gamers bagus pake provider sich mau beralih,0,Positif
ganti aja sis satsetsatset mantepp,0,Negatif
bestie pindah aja kualitas oke harga oke,0,Positif
di daerah gue blm tercover pdhal bagus,0,Negatif
down provider ikutan lemot ya dirumah gw lemot sampe dah xl ikutan lemot,0,Negatif
info balikpapan semoga tinggal cepet tercover amin,0,Positif
my wifi is finally working againn love u,0,Positif
negri tim perbaikan lanjut mohon maaf ketidaknyamanan ditimbulkan info dr skolahku td pke jg,0,Positif
normal,0,Negatif
min tolong info ya pagi,0,Positif
min info nya kalo langganan sewabeli router,0,Negatif
gue ambil orbit backupan rumah dibawa kemana mana,0,Positif
yuk normal sinyal nya,0,Positif
wifi kosan pake server kantor pake emang pertanda ga bole kerja,0,Negatif
to be fair sebenernya relatif ok sebenernya sisi harga reliability dsb dibanding bbrp isp yg pern,0,Positif
halo akses aplikasi home karna username passowrdnya gimana ya ka,0,Positif
yang mikir coba pake mending jangan jauh pake errornya gak separah yang paling penting customer service yang bisa di hubungi,0,Negatif
min tolong diperiksa jalur internasional nya seluruh layanan google via koneksi diakses,0,Positif
udah yuk ngambeknya,0,Negatif
weh lg knp yak connected tpi ko lemot,0,Negatif
jgn bilang gangguan lg dah,0,Negatif
udah gak down bersyukur dah gak errornya apresiasi gak error seharian itung ngasih review bagus wkwk,0,Positif
udah bisaa,0,Negatif
hallo internet wifi gk dipakai samsek sudah coba chat fitur live chatting kali chat missed tolong bales dm saya thanks,0,Positif
min tolong respon tlpon nya toko ramai ga buka email sma ga proses orderan,0,Positif
sehat semua pekerja wfh remote bergantung pada mu,0,Positif
slmt siang no id pelanggan nama merita rostiati alamat jln nuri blok a no pondok pekayon indah bekasi melaporkan koneksi internet semalam ganguan utk buka email aja susah tolong dibantu,0,Positif
kalo kecewa sebenernya harapan kalo normal ya kenceng kalo nama nya dongkol karena emang udah ga harapan tau mati juga,0,Negatif
dimohon kerjasamanya,0,Netral
tolong informasi yg sinyal wifi ini semoga cepat pulih,0,Positif
terbaikk,0,Negatif
admin second media galau mulu indihomo homie,0,Positif
udah masuk nder jaringan,0,Negatif
mahal ntar masuk cilegon taun gatau kapan nya,0,Positif
btw teknisi nya gak sih nanya,0,Negatif
yg nomor sales yg dihubungi ditanya pengen pasang tp bingung cari kontak nya dimana,0,Positif
makanya pake,0,Negatif
wifi gue nyala,0,Negatif
kalo ga kepasang kecewa sih ama jangan narik kabel doang modem nya ga dipasangin,0,Negatif
aman,0,Positif
denger kudu langganan minimal yak bener ga sih,0,Negatif
g tau semangat kak lancar soal nya,0,Positif
tomorrow org yg gak berlangganan wifi,0,Positif
semoga besok masi lancar internetan,0,Positif
bsk idup w off sosmed hihi on youtube,0,Negatif
iya hotel kantor nyala,0,Positif
tolong kostan ripuh banget jaringan nya besok kek nya ganti insha allah,0,Negatif
cepet dr indigo,0,Negatif
plis mati pas nyepi beso,0,Negatif
aah kesyel di jalan utama udah ada tp blom masuk komplek jarak nya meter terpaksa stuck fm,0,Positif
halo terima kasih ketertarikan kamu mohon info lokasi lengkap alamat km via dm dpt langsung kunjungi website home seputar cakupan area tim sales digital thanksdra,0,Positif
min nanya besok bali mati gak,0,Negatif
apakah besok nyepi ikutan off mesti co oren,0,Negatif
hi siang kamu dm ya id pelanggan kamu mimin bantu cek lanjut thanksdra,0,Positif
nope soal nya pindah bppt blm dijangkau udah gw cb kontak ya drpd mnc yg gajelas kan i have no option,0,Negatif
okay thanks ya sudah normal sore,0,Positif
halo admin internet gangguan kah trims,0,Positif
terima kasih min,0,Positif
mimin respon dm ya trimsfdl,0,Positif
lumayan membaik ping ms terima kasih supportnya,0,Positif
semangat bang udah siang nih kerjaan,0,Positif
iya udh normal sih min thanks,0,Positif
aduh sist relate banget komenmu tiap dibikin susah,0,Positif
dibayar lampu los nyala,0,Negatif
internet layanan nya sama parah,0,Negatif
situasi manggis pm koneksi membaik,0,Negatif
nyala nya woee,0,Positif
mohon info gangguan saat dapet speed thx,0,Negatif
hai informasikan senin maret terindikasi gangguan perangk,0,Negatif
halo cek dm,0,Netral
tlg udah nih internet mati nomor pelanggan telp cust service sulit dicoba pagi wfh butuh internet up sla lama aja x jam thanks,0,Negatif
halo prosedur upgrade internet gimana ya paket pakai skarang paket mana,0,Positif
cek dm urgentt,0,Netral
mantabs min udah bayar dikacangin doang ggwp,0,Positif
sore tolong cek dm min,0,Positif
iya gue udah ngungsi kafe rumah sih wkwk,0,Positif
laporan ga follow up minudh sampe nih perbaikan nya,0,Negatif
benernya ini,0,Negatif
tumben nih,0,Negatif
kak mohon dicek dm ya kak,0,Positif
telpon langsung aja nuu,0,Negatif
selamat siang mohon informasi jaringan mengalami gangguan karena jaringan wifi rmh los sinyal merah jaringan terima kasih,0,Positif
ok terima kasih,0,Positif
adjutment pengurangan tagihan solusi kualitas jaringan diperbaiki sop maintenance jgn lama kalo ambil estimasi nya seharian kualitas maintenance ga bagus,0,Positif
dari mangajukan kompensasi pengurangan tagihan jaringan nya pelihara kalo tdk lama jumlah kompensasi ga sebanding dgn dampak brp internet mati,0,Positif
status aplikasi my online koneksi internet sudsh refresh modem nyala lampu nya kelap kelip kalau ok nyala hijau semua tolong push inet bermasalah dan gak pas long weekend,0,Positif
kenapa setimasi lama selalu kaya gt gilaran bayar waktu sop maintenance brp lama terus kompensasi pelanggan apa cm suruh nunggu aja,0,Positif
mohon diselesaikan ya kompensasi nya billing terima kasih,0,Positif
hai tanggal februari wib koneksi internet gangguan lho alias berfungsi sekali,0,Positif
kebanyakan maintenance nya dr bermanfaat normal nya,0,Positif
gue beli laptop nnti gue kabarin kalian ya,0,Positif
sampai min ini bisa jugaa,0,Negatif
maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detail nya pantau tks,0,Negatif
pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,0,Positif
tolong jelasin fitur primary homebox chg first football x,0,Positif
haloo upgrade decoder x prime kena perbulan nya min,0,Positif
min nanya dong menginvasi macem putin gt gimana ya gue barusan bgt nih dimaki atasan gue connections mati kalo jawabanya maaf ketidaknyamanannya lagi cari alamat gue deh ayo berantem gue pgn bgt nonjok lo nih,0,Negatif
perincian biaya,0,Netral
ngomel ganti karna care,0,Netral
wah ya bisa cepat ga nih,0,Positif
hello bilang nya gangguan jaringan dicek tertulis maintenance alasan pemeliharaan jaringan weekend kompensasi yg utk mengganti ini,0,Negatif
untuk kabel nya terpasang admin,0,Positif
id pel koneksi internet mati jam malam sekarang bs tolong bantu trima kasih,0,Negatif
maintenancenya sampe jam min sampe skrg bisa,0,Negatif
td subuh coba dicabut modem nya kira mnt trus dicolok lg alhamdulillaah internet onsmg ga mati lg yaa,0,Negatif
bisa nya pagi tolong dijadwalkan jam,0,Negatif
mohon diselesaikan ya kompensasi nya billing terima kasih,0,Positif
gue beli laptop nnti gue kabarin kalian ya,0,Positif
berkenan min makasih,0,Positif
maaf cs daerah gangguan saat tim memaksimalkan perbaikan normal kembali untuk detail nya pantau tks,0,Negatif
tolong diperbaiki cepat nya butuh,0,Positif
pas pasang wifi login app nya no hp email nya saya nanya sales tekhnisi gada yg tau tolong min id,0,Positif
tolong jelasin fitur primary homebox chg first football x,0,Positif
haloo upgrade decoder x prime kena perbulan nya min,0,Positif
perincian biaya,0,Netral
mana kompensasi nya tagihan masi full,0,Netral
up mbps bln brp,0,Negatif
wah ya bisa cepat ga nih,0,Positif
mohon kesediaanya utk menunggu proses selesai info update status cek,0,Positif
