username,comment,comment_cleansing,predict_label
@munsorif3813,"['kutu', 'loncat']",kutu loncat,Negatif
@drajatnia9098,"['salah fokus', 'tulis', 'vonis', 'jalan', 'bebas', 'hukum', 'opo', 'iki']",salah fokus tulis vonis jalan bebas hukum opo iki,Negatif
@jondriljon6041,"['buka', 'buk']",buka buk,Positif
@saptagunaone5730,"['birokrasi', 'negara', 'wakanda', 'korban']",birokrasi negara wakanda korban,Negatif
@idanurmansyah2597,"['perinci', 'perintah', 'jabat', 'tri', 'bumn', 'dahlan', 'iskan', 'periksa', 'kpk', 'kait', 'presiden', 'ri', 'susilo', 'bambang', 'yudhoyono', 'jabat', 'presiden', 'ri', 'sama', 'muncul', 'korupsi', 'kader', 'demokrat', 'tunggu', 'sidang', 'hasil']",perinci perintah jabat tri bumn dahlan iskan periksa kpk kait presiden ri susilo bambang yudhoyono jabat presiden ri sama muncul korupsi kader demokrat tunggu sidang hasil,Positif
@danisumantri3834,"['lurah', 'anak', 'lurah', 'lng']",lurah anak lurah lng,Positif
@bengals2597,"['jelas', 'enggak', 'salah', 'semangat', 'moga', 'benar', 'ungkap']",jelas enggak salah semangat moga benar ungkap,Negatif
@mamantwpp1965,"['pakai', 'ketua', 'kpk', 'korupsi', 't', 'buru', 'tangkap', 'paksa', 'sangka']",pakai ketua kpk korupsi t buru tangkap paksa sangka,Negatif
@kingkingkiti1864,"['kalo', 'untung', 'bancak', 'kalo', 'rugi', 'suruh', 'tanggung', 'proyek', 'strategi', 'nasional', 'korban', 'anak', 'bangsa', 'jujur', 'kah', 'tanggung', 'bos', 'besar']",kalo untung bancak kalo rugi suruh tanggung proyek strategi nasional korban anak bangsa jujur kah tanggung bos besar,Positif
@dakirnokirno8427,"['bubar', 'kpk']",bubar kpk,Negatif
@kingkingkiti1864,"['agustina', 'dukung', 'anies', 'obok']",agustina dukung anies obok,Negatif
@MegaMohammad25,"['atur', 'undang', 'doa', 'orang', 'didhalimi', 'doa', 'mustajabah']",atur undang doa orang didhalimi doa mustajabah,Negatif
@PartzGD444,"['bro', 'masak']",bro masak,Netral
@nerywaidayanti1185,"['masak', 'calon', 'neraka', 'korupt']",masak calon neraka korupt,Negatif
@BangRen-o8u,"['prett', 'sesuai', 'wajah', 'ayu', 'mu', 'baju', 'oren', 'mu']",prett sesuai wajah ayu mu baju oren mu,Positif
@hendish4363,"['kambing', 'hitam']",kambing hitam,Negatif
@marganapurwodadi2222,"['orang', 'pandai', 'tak', 'lihat', 'korban', 'politik', 'korban', 'orang', 'rakus']",orang pandai tak lihat korban politik korban orang rakus,Negatif
@tellymawara8758,"['nikmat', 'hasil', 'garong', 'kembali', 'hasil', 'garong']",nikmat hasil garong kembali hasil garong,Positif
@hombowarnomasduki4843,"['lurah', 'kicep', 'duit', 'hambur', 'tuh']",lurah kicep duit hambur tuh,Negatif
@supardi9035,"['buka', 'takut']",buka takut,Positif
@marhasahhutagalung7557,"['baju', 'bangga']",baju bangga,Positif
@kotaintanchenel981,"['jabat', 'tumbal', 'korupsi', 'oknum', 'kendali', 'buka', 'karent', 'perintah', 'president', 'perintah', 'jabat', 'pribadi', 'perintah', 'turun', 'tangan', 'tanggung']",jabat tumbal korupsi oknum kendali buka karent perintah president perintah jabat pribadi perintah turun tangan tanggung,Negatif
@azharlisti,"['presiden', 'daarr']",presiden daarr,Negatif
@sitizubaidah7272,"['kasihan', 'karen', 'jabat', 'jadi', 'koruptor']",kasihan karen jabat jadi koruptor,Negatif
@susantisunarti4179,"['salah', 'be', 'arranged', 'salah', 'pjbt', 'penguada']",salah be arranged salah pjbt penguada,Negatif
@dityokurniawan2261,['yeyeye'],yeyeye,Negatif
@ranzkuniga2032,"['korban', 'kalo', 'bicara', 'kuasa', 'strategi', 'pasar', 'pres']",korban kalo bicara kuasa strategi pasar pres,Negatif
@edyalfredo2498,"['mari', 'depan', 'praduga', 'tak', 'salah', 'lihat', 'bukti', 'adil']",mari depan praduga tak salah lihat bukti adil,Negatif
@nurilhuda6213,"['ahok', 'korupsi', 'pilpres', 'perintah', 'ijazah', 'palsu']",ahok korupsi pilpres perintah ijazah palsu,Negatif
@yatugersang849,"['jaman', 'surabaya']",jaman surabaya,Negatif
@nuggrozh,"['sapa', 'manis', 'selamat', 'malam', 'selamat', 'malam', 'koruptoorr']",sapa manis selamat malam selamat malam koruptoorr,Positif
@retnosusilowati7659,"['ayo', 'buka', 'bunda', 'biar', 'terang', 'benderang', 'hobi', 'rezim', 'maling', 'teriak', 'maling']",ayo buka bunda biar terang benderang hobi rezim maling teriak maling,Positif
@t36uhh4ry5,"['pintar', 'hebat', 'apa', 'mampu', 'orang', 'kalah', 'akal', 'politis']",pintar hebat apa mampu orang kalah akal politis,Negatif
@darmanbebek1086,"['tak', 'salah', 'tak', 'tetap', 'sangka', 'tahan']",tak salah tak tetap sangka tahan,Negatif
@temabintalib7675,"['negara', 'korup', 'jabat', 'jabat', 'malu', 'korupsi']",negara korup jabat jabat malu korupsi,Negatif
@TansirTan,['korupsi'],korupsi,Negatif
@jonarro1762,"['hyu', 'bongkar', 'korban']",hyu bongkar korban,Negatif
@jasimali-fy1qn,"['ah', 'kpk', 'kaya', 'film', 'jadul', 'jadul', 'mulu', 'baru', 'enggak', 'berani', 'pertamina', 'sekaang', 'mahal', 'lho', 'coba', 'senggol']",ah kpk kaya film jadul jadul mulu baru enggak berani pertamina sekaang mahal lho coba senggol,Negatif
@haryadimardikani1029,"['enak', 'karen', 'vonis', 'penjara', 'bebas']",enak karen vonis penjara bebas,Negatif
@marufjamar6473,"['wartawan', 'sopan', 'copet', 'duit', 'rakyat', 'hehe']",wartawan sopan copet duit rakyat hehe,Negatif
@ahmadaja4677,"['jatuh', 'perintah']",jatuh perintah,Netral
@separonyolong6591,"['ayo', 'bongkar', 'karen']",ayo bongkar karen,Positif
@iriantosiswanto6302,"['karen', 'korban', 'konspirasi', 'jahat', 'berani', 'wartawan']",karen korban konspirasi jahat berani wartawan,Negatif
@ABDULHALIM-hc3yr,"['moga', 'tegar', 'sehat']",moga tegar sehat,Positif
@tunggulbamata4012,"['maaf', 'ngab', 'dirut', 'pertamina', 'enggak', 'dengar']",maaf ngab dirut pertamina enggak dengar,Negatif
@bambangsuhartono3937,"['perintah', 'jabat', 'putus', 'bebas', 'motif', 'pribadi', 'untung']",perintah jabat putus bebas motif pribadi untung,Positif
@triwilis5317,"['mafia', 'balik', 'segala', 'bidang', 'entahlahh', 'tutut', 'ku', 'loh', 'deh', 'jaman']",mafia balik segala bidang entahlahh tutut ku loh deh jaman,Negatif
@irsanilyas6768,"['hahahahah', 'tumbal']",hahahahah tumbal,Negatif
@hasanalfaruq9443,"['karen', 'masuk', 'jebak', 'batman', 'orang', 'lurus', 'singkir', 'masuk', 'jebak', 'batman', 'jadi', 'timbal', 'sabar', 'b', 'karen', 'allah', 'maha', 'buat', 'makhluk', 'tampak', 'sembunyi']",karen masuk jebak batman orang lurus singkir masuk jebak batman jadi timbal sabar b karen allah maha buat makhluk tampak sembunyi,Negatif
@InfoCiledug,"['alumni', 'bandung', 'henti', 'korupsi', 'kasihan', 'negara']",alumni bandung henti korupsi kasihan negara,Negatif
@user-yf4xz8pb3j,"['unsur', 'jajah', 'ekonomi', 'miskin', 'negara', 'sengaja', 'rugi', 'lembaga', 'usaha', 'negara', 'penting', 'kelompok', 'bekerjasama', 'asing', 'aseng', 'oligarki', 'tuju', 'invasi']",unsur jajah ekonomi miskin negara sengaja rugi lembaga usaha negara penting kelompok bekerjasama asing aseng oligarki tuju invasi,Positif
@kenyozsudama7932,"['jaman', 'surabaya', 'demokratz', 'ayo', 'nyoblos']",jaman surabaya demokratz ayo nyoblos,Negatif
@kowim8143,"['moga', 'karen', 'mendpt', 'adil', 'jalan', 'baik']",moga karen mendpt adil jalan baik,Positif
@gemurunggold5335,"['seleweng', 'lanjut', 'karen', 'salah']",seleweng lanjut karen salah,Negatif
@deloken2395,"['percaya', 'kpk']",percaya kpk,Negatif
@usmanputra5292,"['nama', 'koruptor', 'wajib', 'hukum', 'mati', 'orangx', 'cingcong', 'dor', 'urus', 'slesai', 'wajib', 'miskin', 'hartax', 'sita', 'semuax', 'negara', 'koruptor', 'enggak', 'malu']",nama koruptor wajib hukum mati orangx cingcong dor urus slesai wajib miskin hartax sita semuax negara koruptor enggak malu,Negatif
@dillaandfeeza,"['bajing', 'korupsi']",bajing korupsi,Negatif
@efendiefendi8430,"['bongkar', 'libat', 'kasih', 'hukum', 'berat']",bongkar libat kasih hukum berat,Negatif
@rumahkitaudhinjogja_real6600,"['optimis', 'main', 'ahok', 'endingnya', 'ruwet', 'bawa', 'orang', 'istana', 'cajaran']",optimis main ahok endingnya ruwet bawa orang istana cajaran,Negatif
@Lkm0987,"['tua', 'maling', 'maling', 'aku', 'rasai', 'tua', 'bangka', 'busuk', 'penjara']",tua maling maling aku rasai tua bangka busuk penjara,Negatif
@dardjajaabubakar2226,"['karen', 'bagus', 'orgnya', 'korban', 'bijak', 'karen', 'libat']",karen bagus orgnya korban bijak karen libat,Negatif
@linasalsabila2110,"['tahan', 'itu', 'potong', 'tahan']",tahan itu potong tahan,Negatif
@maddaharifianimasitoh4089,"['semangat', 'karen']",semangat karen,Positif
@agstdesign,"['allah', 'karen', 'moga', 'lindung', 'amin', 'bongkar', 'karen']",allah karen moga lindung amin bongkar karen,Positif
@taftftaftgt,"['sarang', 'korupsi', 'pertamina']",sarang korupsi pertamina,Negatif
@ediewsukardi8693,"['kpk', 'mosok', 'jalan', 'inpres', 'tahan', 'kalo', 'cerita', 'karen', 'arti', 'korban', 'presiden']",kpk mosok jalan inpres tahan kalo cerita karen arti korban presiden,Negatif
@bejanruso371,"['dirut', 'jabat', 'pensiun', 'sangka', 'pertamina', 'ladang', 'korupsi']",dirut jabat pensiun sangka pertamina ladang korupsi,Netral
@ilhamzr448,"['ayo', 'buk', 'masuk', 'bawa']",ayo buk masuk bawa,Positif
@masbiakto9863,"['sehat', 'karen', 'jujur']",sehat karen jujur,Positif
@aasatina3500,"['sangka', 'pakai', 'kerudung']",sangka pakai kerudung,Positif
@hidayatjones2856,"['tangkap', 'ahoax', 'pelihara', 'mafia']",tangkap ahoax pelihara mafia,Negatif
@tausuli,"['karen', 'hati', 'niat', 'korupsi', 'perintah', 'jabat', 'menteri', 'sehat', 'fadil', 'sedih', 'wanita', 'cerdas', 'bui']",karen hati niat korupsi perintah jabat menteri sehat fadil sedih wanita cerdas bui,Positif
@syukrisahab6762,"['ahok', 'mana', 'tanggung']",ahok mana tanggung,Negatif
@stone1784,"['karen', 'cantik', 'jilbab']",karen cantik jilbab,Positif
@muhammadtaufikiqbal,"['saram', 'enggak', 'kawal', 'perempuan']",saram enggak kawal perempuan,Negatif
@bambangekopurnomo6519,"['adil', 'debat', 'karen', 'agustiawan', 'pertamina', 'rugi', 'bor', 'minyak', 'australia']",adil debat karen agustiawan pertamina rugi bor minyak australia,Netral
@lasmansihaloho641,"['kelas', 'dirut', 'sangka']",kelas dirut sangka,Netral
@nasieryz9201,"['tinggal', 'gantung', 'hakim']",tinggal gantung hakim,Negatif
@arifazhar1268,"['kalo', 'bajing', 'negara', 'tindak', 'rajalela', 'ajar', 'biadab']",kalo bajing negara tindak rajalela ajar biadab,Negatif
@kotakgaming6223,"['karen', 'kambing', 'hitam', 'hayo', 'hayoo']",karen kambing hitam hayo hayoo,Negatif
@LevyPrasetya,"['ayo', 'karen', 'bongkar', 'maju', 'pantang', 'mundur', 'seret', 'sangka', 'jalan', 'perintah']",ayo karen bongkar maju pantang mundur seret sangka jalan perintah,Positif
@triandarmawan2540,"['orang', 'jujur', 'susah', 'hidup', 'indonesia', 'bgitulah', 'komunis', 'kuasa', 'ekonomi', 'indonesia', 'kotor', 'tangan', 'jabat', 'anggota', 'dpr', 'menteri', 'jelas', 'keren', 'gamblang', 'kejar', 'direktur', 'komisaris']",orang jujur susah hidup indonesia bgitulah komunis kuasa ekonomi indonesia kotor tangan jabat anggota dpr menteri jelas keren gamblang kejar direktur komisaris,Negatif
@riduansitompul8040,"['jabat', 'resiko', 'klaugk', 'diturutin', 'tendang', 'kursi', 'panas']",jabat resiko klaugk diturutin tendang kursi panas,Negatif
@muhammadnaim8389,"['pimpin', 'pemerinta', 'libat', 'cuci', 'tangan']",pimpin pemerinta libat cuci tangan,Negatif
@santosasfh-1613,"['kedzaliman', 'rejim', 'moga', 'laknat', 'allah', 'swt', 'konspirasi', 'jahat', 'korban', 'tumbal', 'orang']",kedzaliman rejim moga laknat allah swt konspirasi jahat korban tumbal orang,Negatif
@yoyonsupriadi1599,"['bongkar', 'karen', 'diatnggung', 'enak', 'semangat', 'karen']",bongkar karen diatnggung enak semangat karen,Positif
@GAzaliGalih-ij8yu,"['rezim', 'korusi', 'jamaah', 'aneh', 'laku', 'nampaknya', 'sesal']",rezim korusi jamaah aneh laku nampaknya sesal,Negatif
@agushartono7457,"['tau', 'karen', 'korban', 'mohon', 'info', 'please']",tau karen korban mohon info please,Positif
@syarifuddinhanapi7082,"['bela', 'hukum', 'orang', 'busuk', 'rekan']",bela hukum orang busuk rekan,Negatif
@yanimodiste7503,"['semangat', 'tegar', 'kuat']",semangat tegar kuat,Positif
@AliZammora,"['koropsi', 'buka', 'takut', 'takut', 'allah', 'swt', 'semangat', 'ayo', 'buka']",koropsi buka takut takut allah swt semangat ayo buka,Positif
@syarifuddinhanapi7082,"['bohong', 'mbela']",bohong mbela,Negatif
@rafaelaramadhani9361,"['bbm', 'gas', 'dasar']",bbm gas dasar,Negatif
@HariyantoYanto-w6l,"['semangat', 'buu']",semangat buu,Positif
@mochimron9887,"['ayo', 'buka']",ayo buka,Positif
@goeng_0939,"['pikir', 'policy', 'untung', 'rugi', 'masuk', 'ranah', 'tindak', 'korupsi', 'bukti', 'upaya', 'kaya', 'kelompok', 'keluarga', 'masuk', 'ranah', 'korupsi', 'hal', 'bukti', 'adil']",pikir policy untung rugi masuk ranah tindak korupsi bukti upaya kaya kelompok keluarga masuk ranah korupsi hal bukti adil,Positif
@Budiutomo123-mj1jz,"['ahok', 'tidur', 'nyenyak', 'kelimpungan', 'enggak', 'keruan', 'selamat', 'harta', 'kaya']",ahok tidur nyenyak kelimpungan enggak keruan selamat harta kaya,Negatif
@djennysuharso3812,"['kpk', 'alat', 'politik', 'karen', 'buka', 'main']",kpk alat politik karen buka main,Negatif
@mulyadiyadi9209,"['orang', 'jujur', 'musuh', 'ribu', 'orang', 'jilat', 'kalah', 'dunia', 'menang', 'akhirat']",orang jujur musuh ribu orang jilat kalah dunia menang akhirat,Negatif
@johariahmad134,"['indonesia', 'indonesia']",indonesia indonesia,Netral
@mulyadiyadi9209,"['gemetar', 'tahan', 'emosi', 'jiwa']",gemetar tahan emosi jiwa,Negatif
@suaryohanes3867,"['perintah', 'jabat', 'perintah', 'korupsi']",perintah jabat perintah korupsi,Negatif
@mulyadiyadi9209,"['komen', 'buk', 'biar', 'kumpul', 'pakai', 'baju', 'orange']",komen buk biar kumpul pakai baju orange,Positif
@LeaVian-lu4uc,"['akar', 'akar', 'statement', 'presiden', 'guys', 'tau', 'karen']",akar akar statement presiden guys tau karen,Negatif
@ahyanceahyance262,"['kalo', 'janggal', 'egk', 'mundur', 'nikmat', 'jabat']",kalo janggal egk mundur nikmat jabat,Negatif
@putradwizidane6638,"['habis', 'kereta', 'cepat', 'masuk', 'berita', 'kpk', 'dngn', 'catat', 'ganti', 'orde']",habis kereta cepat masuk berita kpk dngn catat ganti orde,Positif
@freefirenooby6457,"['ungkap', 'semuanx', 'kecil', 'karen', 'takut', 'pahit']",ungkap semuanx kecil karen takut pahit,Positif
@bagusjumadi8148,"['buka', 'percaya', 'karen']",buka percaya karen,Positif
@caangngungkulanpoek1604,"['tumbal', 'surabaya', 'tra', 'tommy', 'suharto', 'kuasa', 'tanker', 'transportasi', 'migas', 'beli', 'lng', 'kargo', 'maksud', 'muat', 'enggak', 'dalam', 'negeri', 'mana', 'pirsa']",tumbal surabaya tra tommy suharto kuasa tanker transportasi migas beli lng kargo maksud muat enggak dalam negeri mana pirsa,Negatif
@ngariharsono504,"['korupsi', 'mustahil', 'sutradaraxa']",korupsi mustahil sutradaraxa,Negatif
@caangngungkulanpoek1604,"['kagum', 'sangka', 'bongkar', 'enggak', 'terang', 'benderang', 'jaman', 'surabaya', 'karen', 'jabat', 'enggak', 'heran', 'pertamina', 'rugi', 'tangan', 'kotor', 'tra', 'bongkar', 'habis', 'ringan', 'hukum']",kagum sangka bongkar enggak terang benderang jaman surabaya karen jabat enggak heran pertamina rugi tangan kotor tra bongkar habis ringan hukum,Negatif
@WIN_SJRCF22S2,"['karen', 'salah', 'kejam', 'orang', 'tumbal']",karen salah kejam orang tumbal,Negatif
@noobplayeranimation7961,"['bro', 'masak']",bro masak,Netral
@moefayaka,"['metro', 'tv', 'ambil', 'peran', 'wakil', 'rakyat', 'dpr']",metro tv ambil peran wakil rakyat dpr,Positif
@ZNorthereII6760,"['cita', 'ku', 'bawa', 'berita']",cita ku bawa berita,Positif
@daveforthereds,"['rebut', 'posisi', 'atas', 'liga', 'korupsi', 'indonesia', 'saing', 'liga', 'champions', 'korupsi', 'koruptor', 'negara', 'musim']",rebut posisi atas liga korupsi indonesia saing liga champions korupsi koruptor negara musim,Positif
@MatrowiAwi,"['indak', 'tau']",indak tau,Negatif
@MOTORSPORT20090,"['goreng', 'kinkk']",goreng kinkk,Positif
@docWR-w4g,"['sangarr', 'kelass', 'boom']",sangarr kelass boom,Positif
@Saveroasli,"['dawg', 'biar', 'blud', 'masak']",dawg biar blud masak,Negatif
@Gilang41-x1y,"['timah', 'fc', 'vs', 'pertamina', 'fc', 'laga', 'el', 'classico']",timah fc vs pertamina fc laga el classico,Positif
@GOZZEN123,"['biar', 'metro', 'tv', 'masak']",biar metro tv masak,Positif
@santrialam_officiall,"['kompakin', 'berita', 'tonton', 'berita', 'rakyat', 'rakyat', 'kena', 'hukum']",kompakin berita tonton berita rakyat rakyat kena hukum,Positif
@devouroronly4714,['hwaassaa'],hwaassaa,Negatif
@jeremiidks,"['biar', 'blud', 'masak']",biar blud masak,Positif
@rahmatridwan2997,"['nyawa', 'cuman', 'koruptor', 'takut', 'massa', 'rakyat', 'bebas', 'kalo', 'hukum', 'adil']",nyawa cuman koruptor takut massa rakyat bebas kalo hukum adil,Negatif
@rahmatridwan2997,"['massa', 'rakyat', 'biar', 'kapok']",massa rakyat biar kapok,Negatif
@rahmatridwan2997,"['hukum', 'tak', 'adil', 'koruptor', 'sejarah', 'koruptor', 'tewas', 'massa', 'rakyat']",hukum tak adil koruptor sejarah koruptor tewas massa rakyat,Negatif
@bundatamc497,"['perintah', 'loyal', 'takut', 'pecat', 'hitam', 'atas', 'putih', 'kalo', 'kena', 'ott', 'mampus', 'nyuruh', 'bilang', 'bukti', 'kalo', 'nyuruh', 'wkwkwkwkwwk']",perintah loyal takut pecat hitam atas putih kalo kena ott mampus nyuruh bilang bukti kalo nyuruh wkwkwkwkwwk,Negatif
@mickjabber3189,"['ha', 'inti', 'terima', 'kick', 'back', 'duit', 'rekayasa', 'atur', 'terima', 'kick', 'back', 'duit', 'ngeles']",ha inti terima kick back duit rekayasa atur terima kick back duit ngeles,Positif
@silubis,"['kasihan', 'perempuan', 'enggak', 'muda', 'tangkap', 'anak', 'malu', 'emaknya', 'tua', 'maling', 'negara', 'ajar', 'suka', 'korupsi', 'gila', 'jabat', 'umur', 'komen', 'bilang', 'jujur']",kasihan perempuan enggak muda tangkap anak malu emaknya tua maling negara ajar suka korupsi gila jabat umur komen bilang jujur,Negatif
@uncler3636,"['garong', 'tikus', 'dasi', 'nama', 'koruptor', 'hukum', 'mati']",garong tikus dasi nama koruptor hukum mati,Negatif
@madipta,"['orang', 'awam', 'enggak', 'erti', 'kalo', 'omong', 'tehnis']",orang awam enggak erti kalo omong tehnis,Negatif
@zine6025,"['jadi', 'perkara', 'tahun', 'jaman', 'surabaya', 'ngeri', 'sedap', 'nih']",jadi perkara tahun jaman surabaya ngeri sedap nih,Positif
@barongdoang7032,"['maaf', 'begal', 'uang', 'negara', 'arti', 'sampah', 'negara']",maaf begal uang negara arti sampah negara,Negatif
@rizalukman7982,"['karen', 'agustiawan']",karen agustiawan,Negatif
@hjiriawati7000,"['presiden', 'moga', 'allah', 'lindungin']",presiden moga allah lindungin,Positif
@susantoarismunandar,"['karen', 'rugi', 'pertamina', 'salah', 'koreksi', 'buruk', 'indonesia', 'buruk', 'burk']",karen rugi pertamina salah koreksi buruk indonesia buruk burk,Negatif
@ESetya,"['sorot', 'mata', 'karen', 'jujur', 'kredibilitas', 'kpk']",sorot mata karen jujur kredibilitas kpk,Negatif
@prastyo3179,"['sarang', 'garong', 'pertamina', 'enggak', 'pusat', 'enggak', 'daerah', 'bajing', 'pecat', 'pegawai', 'enggak', 'becus']",sarang garong pertamina enggak pusat enggak daerah bajing pecat pegawai enggak becus,Negatif
@yohanestaufik8556,['kurban'],kurban,Negatif
@terminalkrembung8733,"['yoyoyo', 'habis', 'uang', 'rakyat', 'jamaah', 'oknum', 'jabat', 'lanjut', 'moga', 'sukses', 'kena', 'resi', 'nyantai']",yoyoyo habis uang rakyat jamaah oknum jabat lanjut moga sukses kena resi nyantai,Positif
@bsbsbsbhjdjdjdjdd4239,"['nyamyiknn', 'kagumya']",nyamyiknn kagumya,Positif
@bsbsbsbhjdjdjdjdd4239,"['berani', 'menjelaskn', 'kpda', 'publik']",berani menjelaskn kpda publik,Negatif
@ariessdn,"['nyanyi', 'tangkap', 'kalo', 'enggak', 'tangkap', 'nyanyi', 'bungkam', 'nikmat', 'hasil', 'nama', 'jabat', 'asu']",nyanyi tangkap kalo enggak tangkap nyanyi bungkam nikmat hasil nama jabat asu,Negatif
@Alyamank4355,"['tau', 'berjilbaabb', 'koruptor', 'sangka', 'penjara', 'jilbab', 'islam', 'pakai']",tau berjilbaabb koruptor sangka penjara jilbab islam pakai,Negatif
@sangmilyarder2515,"['khianat', 'nkri', 'habis', 'bongkar', 'wkwkwk', 'suara', 'benar']",khianat nkri habis bongkar wkwkwk suara benar,Negatif
@supriono_official,"['rezim', 'koruptor']",rezim koruptor,Negatif
@harmanchannel7948,"['aduh', 'jilbab', 'lepas', 'kalo', 'ngemplang']",aduh jilbab lepas kalo ngemplang,Negatif
@TriJaya-yo7em,['piring'],piring,Netral
@alenghasan5713,"['maling', 'maling']",maling maling,Negatif
@Sisha-s5b,"['selamat', 'tunai', 'ibadah', 'penjara']",selamat tunai ibadah penjara,Positif
@innoharry,"['mending', 'hijab', 'hijab', 'buat', 'criminal', 'indonesia', 'image', 'hijab', 'rusak']",mending hijab hijab buat criminal indonesia image hijab rusak,Negatif
@ernststavr0blof3ld95,"['beye', 'berantak', 'kerja']",beye berantak kerja,Negatif
@urmiladewi4822,"['ayo', 'sehat']",ayo sehat,Positif
@sepakbola7592,"['korupsi', 'ratus', 'milyar', 'penjara']",korupsi ratus milyar penjara,Negatif
@herminsusanty1410,"['tangkap', 'suara', 'maren', 'nape', 'kpk', 'enggak', 'serampang', 'tangkap', 'orang', 'teliti', 'enggak', 'ngawur', 'bela', 'wajib', 'buka', 'karen', 'enggak', 'bagi', 'daging', 'kalo', 'tulang', 'sampah', 'undur']",tangkap suara maren nape kpk enggak serampang tangkap orang teliti enggak ngawur bela wajib buka karen enggak bagi daging kalo tulang sampah undur,Negatif
@miyazofficial3016,"['perintah', 'takut', 'ungkap']",perintah takut ungkap,Negatif
@AgusPrihartono-z3g,"['kpk', 'cari', 'update', 'masak', 'usia']",kpk cari update masak usia,Positif
@Emailuntukbisnis,"['nasib', 'menkes', 'periode', 'presiden', 'pilih', 'jabat']",nasib menkes periode presiden pilih jabat,Negatif
@abumeiza6992,"['allah', 'korupsi', 'enggak', 'tangkap', 'moga', 'tuduh', 'karen', 'bukti', 'adil']",allah korupsi enggak tangkap moga tuduh karen bukti adil,Negatif
@sarisyahid3232,"['korupsi', 'enggak', 'bawa', 'pasal', 'lihat', 'berita', 'baru', 'curi', 'telur', 'indomaret', 'makan', 'anak', 'lapar', 'ulah', 'jabat', 'negara', 'kaum', 'jabat', 'pintar', 'bicara', 'tak', 'jujur']",korupsi enggak bawa pasal lihat berita baru curi telur indomaret makan anak lapar ulah jabat negara kaum jabat pintar bicara tak jujur,Negatif
@fjawya3485,"['seru', 'ikut', 'sidang', 'bongkar', 'data', 'bedah', 'fakta', 'analisa', 'data', 'statistik', 'casenya', 'hayo', 'pepo', 'nyanyi']",seru ikut sidang bongkar data bedah fakta analisa data statistik casenya hayo pepo nyanyi,Positif
@BaraWina-xj9bf,"['naa', 'tuh', 'karen', 'bukti', 'ungkap', 'bapak', 'presiden', 'jokowi', 'tanggung', 'sebab', 'jokowi', 'cawe', 'dipilpres', 'lengser', 'selamat', 'kluarganya', 'jerat', 'hukum']",naa tuh karen bukti ungkap bapak presiden jokowi tanggung sebab jokowi cawe dipilpres lengser selamat kluarganya jerat hukum,Negatif
@xelahxela8566,"['koruptor', 'bacot']",koruptor bacot,Negatif
@kartonodinatadinata3506,['buka'],buka,Positif
@yudiyuwono9837,"['kpk', 'erti', 'masalah']",kpk erti masalah,Negatif
@muqoddisaja7185,"['orang', 'syukur', 'lihat', 'bawah']",orang syukur lihat bawah,Netral
@dodiiskandar1676,"['pertamina', 'ngeri', 'main', 'cocok', 'ahok', 'galak', 'pertamina']",pertamina ngeri main cocok ahok galak pertamina,Negatif
@jackjustien9240,"['buka', 'ppersidangan', 'nan']",buka ppersidangan nan,Positif
@khoerulumam4006,"['keren', 'karen', 'toop']",keren karen toop,Positif
@lutfirealme1597,"['konprensi', 'apa', 'nuat', 'kpk', 'negara', 'kpk', 'percaya']",konprensi apa nuat kpk negara kpk percaya,Negatif
@lutfirealme1597,"['inti', 'presiden', 'lengser', 'kalo', 'negeri', 'ubah']",inti presiden lengser kalo negeri ubah,Negatif
@pandujaya4497,"['lihat', 'bicara', 'jujur', 'enggak', 'tanda', 'korupsi']",lihat bicara jujur enggak tanda korupsi,Negatif
@Bogel47152,"['bumn', 'harap', 'korupsi', 'lenyap']",bumn harap korupsi lenyap,Negatif
@diskandar3936,"['next', 'a', 'hog', 'babi', 'hutan']",next a hog babi hutan,Negatif
@hiskiasitompul3678,"['parah', 'korupsi']",parah korupsi,Negatif
@ardi5220,"['sabar', 'lingkar']",sabar lingkar,Positif
@realchannel1584,"['buka', 'laku', 'pertamina', 'era', 'surabaya', 'jadi', 'proyek', 'bancak', 'menteri']",buka laku pertamina era surabaya jadi proyek bancak menteri,Positif
@ardi5220,['tumbal'],tumbal,Negatif
@duwet7870,"['ayo', 'karen', 'bukti', 'buka', 'adil', 'moga', 'salah', 'bebas', 'rehabilitasi']",ayo karen bukti buka adil moga salah bebas rehabilitasi,Positif
@afrizalrizal9090,"['hukum', 'matiin', 'biar', 'koruptor', 'takut', 'enggak', 'berani', 'koruptor', 'takut', 'gass', 'poll']",hukum matiin biar koruptor takut enggak berani koruptor takut gass poll,Negatif
@kinglaundry482,"['maling', 'maling']",maling maling,Negatif
@tohidinkusuma2497,"['bubar', 'kpk']",bubar kpk,Negatif
@iskandarkandar5553,"['jadi', 'kambing', 'hitam', 'oknum', 'korup']",jadi kambing hitam oknum korup,Negatif
@fxtrader9408,"['jaman', 'lebaran', 'kuda']",jaman lebaran kuda,Negatif
@zeifhan1360,"['rezim', 'biadap', 'lupa', 'ijazah', 'palsu']",rezim biadap lupa ijazah palsu,Negatif
@sudrajatu9840,"['bongkar', 'nurani', 'jujur', 'korban', 'takut', 'allah']",bongkar nurani jujur korban takut allah,Negatif
@miyazofficial3016,"['orang', 'cerdas', 'iki']",orang cerdas iki,Negatif
