username,comment,comment_cleansing
@hendrasurya140,"['jabat', 'koruptor', 'jadi', 'umpan', 'makan', 'buaya', 'indobesia', 'hancur', 'koruptor', 'bikin', 'modar', 'alias', 'mati']",jabat koruptor jadi umpan makan buaya indobesia hancur koruptor bikin modar alias mati
@MasterDeni-s4p,"['cepat', 'ruu', 'rampas', 'aset', 'koruptor', 'syah', 'biar', 'aset', 'negara', 'negara', 'sembunyi', 'koruptor']",cepat ruu rampas aset koruptor syah biar aset negara negara sembunyi koruptor
@annasempok-bu5dv,"['tuju', 'koruptor', 'hukum', 'mati', 'keluarga', 'miskin', 'unjuk', 'jari']",tuju koruptor hukum mati keluarga miskin unjuk jari
@hanyakomeen,"['koruptor', 'bikin', 'jera', 'hilang', 'negeri', 'tampol', 'kepala', 'koruptor', 'geram', 'cokk', 'presiden', 'ri', 'prabowo', 'tolong', 'tumpas', 'habis', 'babat', 'habis', 'koruptor']",koruptor bikin jera hilang negeri tampol kepala koruptor geram cokk presiden ri prabowo tolong tumpas habis babat habis koruptor
@zermayazermaya2619,"['korupsi', 'tahu', 'pertamina', 'bela', 'harus', 'hukum', 'mati', 'karen', 'gustiawan']",korupsi tahu pertamina bela harus hukum mati karen gustiawan
@rgk-channel6177,"['tambah', 'enggak']",tambah enggak
@adityajaya1071,['bobrok'],bobrok
@anstar1951,"['bahaya', 'korupsi', 'efek', 'jera', 'hukum', 'mati', 'sidang', 'dimonas']",bahaya korupsi efek jera hukum mati sidang dimonas
@kiswantoatmojo4212,"['menang', 'kisruh', 'pertamina', 'tentu', 'main', 'politik', 'culas']",menang kisruh pertamina tentu main politik culas
@CNNindonesiaOfficial,"['belanja', 'hemat', 'tunggu', 'yuk', 'download', 'allo', 'bank', 'upgrade', 'allo', 'prime', 'download', 'link']",belanja hemat tunggu yuk download allo bank upgrade allo prime download link
@angahblues9340,"['tembak', 'mati']",tembak mati
@sinarlas2356,"['tangkap', 'bebas']",tangkap bebas
@zendrato7675,"['bongkar', 'siapaxx', 'temanxx', 'mu', 'kambing', 'hitam']",bongkar siapaxx temanxx mu kambing hitam
@agungbudianto8580,"['tebang', 'pilih']",tebang pilih
@wisnuharsanto8572,"['hebat', 'ah', 'vonis', 'cuman']",hebat ah vonis cuman
@kasroni4568,"['jabat', 'kena', 'mentog', 'karen', 'tok', 'aman']",jabat kena mentog karen tok aman
@rismanleo7665,"['sihok', 'sihok', 'bajing', 'cina']",sihok sihok bajing cina
@cashmerecat9269,"['hahaha', 'mentertawakan', 'deh', 'casing']",hahaha tertawa deh casing
@cintastyle7908,"['ken', 'ku', 'trilyun', 'hilang', 'mahfud', 'md', 'diam', 'trilyun', 'besar', 'usut']",ken ku trilyun hilang mahfud md diam trilyun besar usut
@orange8172,"['jikali', 'netsalahibuk', 'mijya', 'pemkatakan', 'yetapi', 'jikalj', 'ngaksalah', 'benaskna', 'laj']",jikali netsalahibuk mijya pemkatakan yetapi jikalj ngaksalah benaskna laj
@orange8172,"['nemat', 'kuga', 'kataqbang', 'nisnis', 'lotipsidi', 'damak', 'lagiyang', 'maudagang']",nemat kuga kataqbang nisnis lotipsidi damak lagiyang maudagang
@orange8172,"['rugi', 'bukyikanlah', 'niar', 'rakyqt', 'tau']",rugi bukyikanlah niar rakyqt tau
@orange8172,"['nati', 'kitadagang', 'lorupsi', 'enggak', 'pakai', 'mofal', 'kasih', 'tau', 'sejelaa', 'bidang', 'ekonomi', 'jikalungak', 'ku', 'kejarnih']",nati kitadagang lorupsi enggak pakai mofal kasih tau sejelaa bidang ekonomi jikalungak ku kejarnih
@hamzahvrel370,"['bunuh', 'enggak usah', 'ham', 'manusiawi']",bunuh enggak usah ham manusiawi
@HeriApriyanto-l8r,"['takut', 'kantor', 'jaksa', 'bakar']",takut kantor jaksa bakar
@Gwenrafa,"['enggak', 'bayang', 'lu', 'neraka']",enggak bayang lu neraka
@Runcing-s8i,"['tegak', 'hukum', 'lemah', 'lembut', 'laku', 'koruptor']",tegak hukum lemah lembut laku koruptor
@AlifKayla-r2v,"['pliss', 'suruh', 'minum', 'pertamax', 'oplos', 'gaji', 'gede', 'auss', 'uang', 'rakyatt', 'pagi', 'tunggu', 'penyoblosan', 'pilih', 'bapak', 'prabowo', 'pilih', 'presidan', 'kabar', 'pakk', 'orang', 'kasih', 'klayakan', 'penjara', 'tuhan', 'maaf', 'umat', 'tolong', 'korupsi', 'negara', 'indonesia', 'rugi', 'rakyat', 'wajib', 'hukum', 'mati', 'stop', 'kasih', 'fasilitas', 'keluarga', 'kalo', 'depa', 'negara', 'tikusx', 'liar', 'kurang']",pliss suruh minum pertamax oplos gaji gede auss uang rakyatt pagi tunggu penyoblosan pilih bapak prabowo pilih presidan kabar pakk orang kasih klayakan penjara tuhan maaf umat tolong korupsi negara indonesia rugi rakyat wajib hukum mati stop kasih fasilitas keluarga kalo depa negara tikusx liar kurang
@BurhanudinOseng-o5r,"['hukum', 'gantung', 'monas']",hukum gantung monas
@sampurnasiregar1105,"['periksa', 'aset', 'miskin', 'anak', 'periksa', 'kaya', 'salam', 'parlemen', 'jalanann']",periksa aset miskin anak periksa kaya salam parlemen jalanann
@santoritv9885,"['hukum', 'minum', 'pertalite', 'pertamax', 'liter', 'koruptor', 'bbm']",hukum minum pertalite pertamax liter koruptor bbm
@virsandra.1221,"['duit', 'allah']",duit allah
@darmonosugondo4266,"['masuk', 'halaman', 'ruang', 'wakil', 'tangkap', 'alas', 'panjang', 'pasport', 'negara']",masuk halaman ruang wakil tangkap alas panjang pasport negara
@usmanusman9203,"['maling', 'oknum', 'jabat', 'pertamina', 'kelompok', 'khianat', 'bangsa', 'licik', 'pakai', 'pertamax', 'mobil', 'motor', 'rusak', 'adil', 'hukum', 'mati']",maling oknum jabat pertamina kelompok khianat bangsa licik pakai pertamax mobil motor rusak adil hukum mati
@Abduljumrah-yl5og,"['wajib', 'kejar', 'hasil', 'korup', 'ambil', 'negara', 'hukum', 'umur', 'hidup']",wajib kejar hasil korup ambil negara hukum umur hidup
@yuzarsif4457,"['huku', 'mati', 'rampas', 'aset', 'turunann']",huku mati rampas aset turunann
@suhendrahendra8754,"['masyarakat', 'indonesia', 'lupa', 'wajah', 'kalo', 'ketemu', 'jalan', 'langsung', 'hajar']",masyarakat indonesia lupa wajah kalo ketemu jalan langsung hajar
@ElangMobil-y5b6u,"['orang', 'mustahil']",orang mustahil
@jeglugbpchanel2348,"['gilir', 'petinggi', 'enggak', 'pukul', 'gilir', 'maling', 'ayam', 'maling', 'pisang', 'pukul', 'enggak', 'adill']",gilir petinggi enggak pukul gilir maling ayam maling pisang pukul enggak adill
@surotoprastyo278,"['adil', 'jokowie', 'jabat', 'subur', 'korupsi']",adil jokowie jabat subur korupsi
@newsandstoriess,"['kalo', 'enggak', 'takut', 'siksa', 'akhirat', 'mbok', 'minimal', 'malu', 'dunia', 'blogg']",kalo enggak takut siksa akhirat mbok minimal malu dunia blogg
@surotoprastyo278,"['hukum', 'mati', 'korupsi', 'jabat', 'rajalela']",hukum mati korupsi jabat rajalela
@anangfirmansyah-lu5zp,"['korupsi', 'jamaah', 'enggak']",korupsi jamaah enggak
@anangfirmansyah-lu5zp,"['dalang', 'korban', 'orang', 'bayar', 'kbaca']",dalang korban orang bayar kbaca
@DewiRatna-r9r,"['uud', 'korupsi', 'solusi', 'kayak', 'korea', 'enggak', 'bosan', 'lihat', 'idih', 'amit', 'perintah', 'amburadul']",uud korupsi solusi kayak korea enggak bosan lihat idih amit perintah amburadul
@HendrikusTriwoko,"['hukum', 'mati', 'koruptor', 'tipu', 'sengsara', 'masyarakat', 'indonesia']",hukum mati koruptor tipu sengsara masyarakat indonesia
@jayautama6382,"['juta', 'manusia', 'tipu', 'orang', 'batak', 'jawa']",juta manusia tipu orang batak jawa
@SuryaAuroraSuryaAurora,"['rusaakk', 'rusaak', 'negorone', 'dek', 'dek', 'nek', 'akeh', 'orang', 'korup', 'ngene', 'iki']",rusaakk rusaak negorone dek dek nek akeh orang korup ngene iki
@sitrong7062,"['daerah', 'orang', 'libat', 'korupsi', 'amuk', 'jalan', 'terima', 'masyarakat']",daerah orang libat korupsi amuk jalan terima masyarakat
@beloggodol3157,"['hilang', 'budaya', 'layan', 'koruptor', 'hukum', 'ringan', 'fasilitas', 'penjara', 'mewah', 'senyum', 'manis']",hilang budaya layan koruptor hukum ringan fasilitas penjara mewah senyum manis
@pardameanpanjaitan3158,"['hukum', 'mati', 'nyanyi', 'mati']",hukum mati nyanyi mati
@NenengSayy,"['enggak', 'tau', 'malu']",enggak tau malu
@farhanngubabudin2377,"['bumn', 'rugi', 'untung']",bumn rugi untung
@WawanPakhoy,"['hukum', 'koruptor', 'tembak', 'mati', 'rakyat', 'jabat', 'hukum']",hukum koruptor tembak mati rakyat jabat hukum
@virzharamadhan5633,"['tak', 'gusar', 'koruptor', 'hukum', 'enteng', 'hidup', 'indonesia', 'gelap']",tak gusar koruptor hukum enteng hidup indonesia gelap
@rusyantoyotegal9929,"['ilustrasi', 'pt', 'ppn', 'beli', 'bbm', 'ron', 'harga', 'beli', 'ron', 'harga', 'blending', 'additif', 'zat', 'tingkat', 'ron', 'ron', 'biaya', 'harga', 'arti', 'selisih', 'hrga', 'bbm', 'asli', 'ron', 'selisih', 'bajak', 'maling', 'rakus', 'main', 'pertamina', 'bantah', 'pertamax', 'jual', 'hasil', 'oplos', 'pertalite', 'hasil', 'blending', 'zat', 'tambah', 'ron', 'kalo', 'cek', 'lab', 'ron', 'angka', 'proses', 'jadi', 'main', 'selisih', 'harga']",ilustrasi pt ppn beli bbm ron harga beli ron harga blending additif zat tingkat ron ron biaya harga arti selisih hrga bbm asli ron selisih bajak maling rakus main pertamina bantah pertamax jual hasil oplos pertalite hasil blending zat tambah ron kalo cek lab ron angka proses jadi main selisih harga
@mulyanitentrem6521,"['rakyat', 'papua', 'dengar', 'geram', 'rakyat', 'derita', 'miskin', 'gelombang', 'korupsi', 'bidang']",rakyat papua dengar geram rakyat derita miskin gelombang korupsi bidang
@rizkyramdhani4366,"['tompel', 'kepala', 'bolongin', 'pakai', 'bor', 'biar', 'buka', 'pikir']",tompel kepala bolongin pakai bor biar buka pikir
@Acengselera,"['serakah', 'haji', 'gede', 'ge', 'korupsi']",serakah haji gede ge korupsi
@Sukirman-x1q,"['wajah', 'serakah', 'serakah', 'enggak', 'tenang', 'gilir', 'masuk', 'bui', 'nusakambangan']",wajah serakah serakah enggak tenang gilir masuk bui nusakambangan
@RidwanBegoek,"['koruptor', 'istilah', 'sopan', 'maling', 'mal', 'enggak', 'duit', 'negara']",koruptor istilah sopan maling mal enggak duit negara
@GobokGobok,"['meskin', 'sita', 'kaya']",meskin sita kaya
@Channel-yt5zv,"['muka', 'koruptor', 'tangkap', 'sidang', 'adil', 'tutup', 'pakai', 'masker', 'wooyy', 'jancook', 'buka', 'masker']",muka koruptor tangkap sidang adil tutup pakai masker wooyy jancook buka masker
@Yudi1922,"['harus', 'hukum', 'mati', 'tetanga', 'ku', 'nyuri', 'ayam', 'hukum', 'ayam', 'cuman', 'laku', 'ribu']",harus hukum mati tetanga ku nyuri ayam hukum ayam cuman laku ribu
@HNSCHANEL-ui2wf,"['negara', 'rugi', 'masyarakat']",negara rugi masyarakat
@BambangSutejo-rz7iz,"['keren', 'bapak', 'pakai', 'rompi', 'foto', 'plontos']",keren bapak pakai rompi foto plontos
@muriah9021,"['beginih', 'nih', 'miskin', 'penjara', 'umur', 'hidup', 'negara', 'adil', 'gilir', 'colong', 'ayam', 'bebek', 'bur']",beginih nih miskin penjara umur hidup negara adil gilir colong ayam bebek bur
@FrionoOngol,"['gaji', 'besar', 'korupsi', 'dasar', 'manusia', 'rakus']",gaji besar korupsi dasar manusia rakus
@intanrahmila6236,"['rakyat', 'susah', 'bikin', 'susah', 'orang', 'pertamina', 'beli', 'bensin', 'pakai', 'barcode', 'pertamax', 'oplos', 'bego', 'langit', 'rakyat', 'rugi', 'akibat', 'ulah']",rakyat susah bikin susah orang pertamina beli bensin pakai barcode pertamax oplos bego langit rakyat rugi akibat ulah
@cepicepotcepicepot,"['hukum', 'mati', 'koruptor']",hukum mati koruptor
@herlina7046,"['gajih', 'besar', 'orang', 'syukur', 'penjara']",gajih besar orang syukur penjara
@perwiraduta,"['sop', 'tahan', 'pakai', 'masker', 'kriminal', 'pakai', 'masker', 'bentuk', 'tanggung', 'transparansi', 'publik', 'sop']",sop tahan pakai masker kriminal pakai masker bentuk tanggung transparansi publik sop
@irianton4729,"['usaha', 'minyak', 'milik', 'negara', 'rusak', 'saing', 'tingkat', 'internasional', 'malu']",usaha minyak milik negara rusak saing tingkat internasional malu
@RudyHartojo-vw8ny,"['enggak apa', 'kaget', 'bumn', 'rugi', 'rakyat', 'bagi', 'bumn', 'untung', 'kepala', 'daerah', 'tentu', 'upah', 'happy']",enggak apa kaget bumn rugi rakyat bagi bumn untung kepala daerah tentu upah happy
@SoegengSoegeng-d6p,"['konoha', 'konoha', 'nasib', 'mu', 'hancur', 'gerogot', 'korupsi', 'kaciiann']",konoha konoha nasib mu hancur gerogot korupsi kaciiann
@Sangkargapuk,"['orang', 'enggak', 'sakit', 'hati', 'prank', 'tipu', 'tahun', 'beli', 'pertamax', 'pertalite', 'kualitas', 'bahan', 'kabar', 'jelek', 'harga', 'nipu', 'indonesia', 'nama', 'negara', 'rusak', 'rugi', 'negara', 'masyarakat']",orang enggak sakit hati prank tipu tahun beli pertamax pertalite kualitas bahan kabar jelek harga nipu indonesia nama negara rusak rugi negara masyarakat
@jokonirboyo8689,"['telusur', 'alir', 'dana', 'mana']",telusur alir dana mana
@Shinta-l7e,"['apa', 'maling', 'suruh', 'pakai', 'masker', 'malu', 'buka', 'enggak', 'pakai', 'masker']",apa maling suruh pakai masker malu buka enggak pakai masker
@orokndableg9373,"['hukum', 'timpal', 'sangka', 'hukum', 'mati', 'keluarga', 'istri', 'anak', 'miskin']",hukum timpal sangka hukum mati keluarga istri anak miskin
@nenengnini8752,"['ponaan', 'oplos', 'pertamax']",ponaan oplos pertamax
@Sukro-u4l,"['kembali', 'minyak', 'bensin', 'kuning', 'motor', 'awet']",kembali minyak bensin kuning motor awet
@Caraka90-qr3vv,"['doa', 'rakyat', 'indonesia', 'koruptor', 'moga', 'sakaratul', 'maut', 'mu', 'ngeri', 'susah', 'hidup', 'segan', 'mati', 'tak']",doa rakyat indonesia koruptor moga sakaratul maut mu ngeri susah hidup segan mati tak
@infopalestine-oo3mq,"['kemarin', 'lihat', 'coba', 'deh', 'lihat', 'vidio', 'roky', 'gerung', 'kalo', 'indonesia', 'negara', 'islam', 'indonesia', 'tentram', 'hukum', 'adil', 'adil']",kemarin lihat coba deh lihat vidio roky gerung kalo indonesia negara islam indonesia tentram hukum adil adil
@barayudhasinaga9223,"['hati', 'palung', 'dln', 'president', 'cinta', 'prabowo', 'sanggup', 'ungkit', 'jahat', 'curang', 'pt', 'pertamina', 'modal', 'warna', 'naik', 'harga', 'trimksh', 'psk', 'prabowoo', 'siksa', 'kuruss', 'indes']",hati palung dln president cinta prabowo sanggup ungkit jahat curang pt pertamina modal warna naik harga trimksh psk prabowoo siksa kuruss indes
@GunawanOtomotif,"['hukum', 'paliing', 'beraat']",hukum paliing beraat
@rosdianahutajulu3729,"['jabat', 'alih', 'profesi', 'profesi', 'penjahst', 'mantap']",jabat alih profesi profesi penjahst mantap
@josephjoyce1628,"['bikin', 'petisi', 'hukum', 'mati', 'koruptor']",bikin petisi hukum mati koruptor
@hermansyahherman4420,"['coba', 'orang', 'omong', 'pertamax', 'deh', 'sesuai', 'ane', 'pakai', 'pertmax', 'pertmax', 'boros', 'eh', 'rezim', 'korup', 'laut', 'pagar', 'pertamamina', 'korup']",coba orang omong pertamax deh sesuai ane pakai pertmax pertmax boros eh rezim korup laut pagar pertamamina korup
@hani-le1bn,"['gila', 'wajib', 'arak', 'monas', 'gatung', 'monas']",gila wajib arak monas gatung monas
@toroorlandachanel6393,"['tuju', 'hukum', 'mati', 'koruptor', 'tembak', 'nusakambangan', 'like']",tuju hukum mati koruptor tembak nusakambangan like
@kamunayak471,"['korupsi', 'uang', 'triliun', 'rupiah', 'hukum', 'ringan', 'makan', 'daging', 'babi', 'lihat', 'endingnya']",korupsi uang triliun rupiah hukum ringan makan daging babi lihat endingnya
@sakinaamalia5111,"['korupsi', 'orngnya', 'enggak', 'nasi', 'kaliy', 'mknnya', 'duit', 'kaya']",korupsi orngnya enggak nasi kaliy mknnya duit kaya
@sakinaamalia5111,"['kiyamat', 'perintah', 'indonesia', 'enggak', 'bkl', 'brni', 'hukum', 'mati', 'korup', 'korup', 'pejbt', 'bikin', 'undng', 'hkm', 'mati', 'abislh', 'pr', 'jabat']",kiyamat perintah indonesia enggak bkl brni hukum mati korup korup pejbt bikin undng hkm mati abislh pr jabat
@ranggawuni9809,"['dampak', 'rezim', 'ijasah', 'palsu', 'duit', 'minyak', 'duit', 'haji', 'embat']",dampak rezim ijasah palsu duit minyak duit haji embat
@Ajunglestari,"['korupsi', 'gedung', 'burj', 'khalifa']",korupsi gedung burj khalifa
@endangsutardi9700,"['maling', 'pakai', 'rompi']",maling pakai rompi
@RumziHayani,"['rugi', 'rakyat', 'salah', 'perintah', 'jadi', 'bentuk']",rugi rakyat salah perintah jadi bentuk
@wargasipilpubg2951,"['ganteng', 'cocok', 'rompi']",ganteng cocok rompi
@revaabidah4753,"['mumpung', 'negara', 'duit', 'usaha', 'korupsi', 'mumpung', 'hukum', 'ringan', 'lupa', 'ciprat']",mumpung negara duit usaha korupsi mumpung hukum ringan lupa ciprat
@OmDedi-x7c,"['malu', 'tua', 'enggak', 'sadar', 'nyopet', 'duit', 'rakyat', 'koruptor', 'pertamina', 'hukum', 'umur', 'hidup']",malu tua enggak sadar nyopet duit rakyat koruptor pertamina hukum umur hidup
@Baladahindi12,"['gaji', 'bulan', 'korupsi', 'serakah', 'hukum', 'mati', 'biar', 'enggak', 'berani', 'korupsi']",gaji bulan korupsi serakah hukum mati biar enggak berani korupsi
@Baladahindi12,"['indonesia', 'hukum', 'beli', 'enggak', 'takut', 'kasihan', 'singkong']",indonesia hukum beli enggak takut kasihan singkong
@RusdiansyahLubis,"['hidup', 'mewah', 'keluarga']",hidup mewah keluarga
@LieLiee-z3b,"['kalo', 'perintah', 'ruang', 'kruptor', 'tgas', 'anggap', 'plaku', 'koruptor', 'cerpen']",kalo perintah ruang kruptor tgas anggap plaku koruptor cerpen
@iskandarkarim-g4v,"['rakyat', 'tuntut', 'hukum', 'berat', 'korup', 'indonesia']",rakyat tuntut hukum berat korup indonesia
@rizkiahimawanhimawan,"['hukum', 'mati', 'biar', 'biar', 'enggak', 'korup', 'malu', 'negara']",hukum mati biar biar enggak korup malu negara
@syanda_shchannel7126,"['ahok', 'erick', 'aktifitas', 'jahat', 'dirut', 'prrtakina']",ahok erick aktifitas jahat dirut prrtakina
@Markustis,"['sadar', 'tuh', 'utang', 'korup', 'ngen', 'dasar', 'tompel', 'gede', 'aduh', 'goblok']",sadar tuh utang korup ngen dasar tompel gede aduh goblok
@davidindonesia4753,"['koruptor', 'iblis', 'enggak', 'otak']",koruptor iblis enggak otak
@surtamangan,"['biang', 'kerok', 'korupsi', 'negeri', 'jaman', 'orba', 'wakil', 'rakyat', 'dpr']",biang kerok korupsi negeri jaman orba wakil rakyat dpr
@wizardmodif4431,"['gaji', 'trilyun', 'korupsi', 'saking', 'serakah', 'hukum', 'gantung', 'usaha', 'gaji', 'rp', 'juta', 'beli', 'bensin', 'motor', 'bohong', 'betapa', 'rakus', 'orang', 'parah', 'setan', 'jin', 'orang']",gaji trilyun korupsi saking serakah hukum gantung usaha gaji rp juta beli bensin motor bohong betapa rakus orang parah setan jin orang
@pujipurwanto2827,"['hukum', 'mati', 'terap', 'ri', 'slesai', 'utama', 'ri']",hukum mati terap ri slesai utama ri
@FarhahMaulida-u4l,"['negara', 'kpntool', 'pimpin', 'maling']",negara kpntool pimpin maling
@dudinhasanudin6637,"['hukum', 'mati', 'setan']",hukum mati setan
@dedekomarudin8897,"['ganti', 'main', 'ganti', 'nama', 'sistem']",ganti main ganti nama sistem
@Pakusman01,"['tunjuk', 'muka', 'sedih', 'kalo', 'ketangkep', 'hepi', 'dasar', 'maling', 'jancok']",tunjuk muka sedih kalo ketangkep hepi dasar maling jancok
@ErinBuhang,"['santet', 'santet']",santet santet
@remirenaldi-pm8ke,"['jancuk', 'enggak', 'tau', 'malu', 'modar', 'koe']",jancuk enggak tau malu modar koe
@TheHerytan,['diguilotin'],diguilotin
@AkiUwo,"['miskin', 'sita', 'hart', 'hukum', 'mati', 'orang', 'bela']",miskin sita hart hukum mati orang bela
@AkiUwo,"['tembak', 'monas', 'biar', 'masyarakat', 'tau']",tembak monas biar masyarakat tau
@dekatjauh3672,"['arak', 'kee', 'wey']",arak kee wey
@faridatampubolon7183,"['gerombol', 'maling', 'penjara', 'nusakambangan', 'mati', 'harta', 'ambil', 'habis', 'rasa', 'orang', 'miskin', 'kayak', 'korban', 'korupsi', 'vonis', 'p', 'hakim']",gerombol maling penjara nusakambangan mati harta ambil habis rasa orang miskin kayak korban korupsi vonis p hakim
@AnggaFauzan-e7h,['serakah'],serakah
@SriNuryati-gh5gf,"['suwenee', 'rek']",suwenee rek
@gunawanwibisono1106,"['jaksa', 'keren', 'moga', 'allah', 'jaga']",jaksa keren moga allah jaga
@UleSule-f9u,['mantap'],mantap
@donihartaman4712,"['enggak', 'hukum', 'bunuh', 'hukum']",enggak hukum bunuh hukum
@putriastriani1413,"['kenyang', 'korupsi', 'tuhan', 'bikin', 'malu', 'maling', 'tipu']",kenyang korupsi tuhan bikin malu maling tipu
@ArmiSome-oz6ws,"['kasih', 'miskin', 'turun', 'kasih', 'jabat', 'otak', 'koropsi', 'buwah', 'jatu', 'jau', 'pon']",kasih miskin turun kasih jabat otak koropsi buwah jatu jau pon
@saechuniman5118,"['langsung', 'penggal', 'kepala', 'hadap', 'rakyat', 'sita', 'kaya', 'milik', 'penjara', 'enak', 'hidup']",langsung penggal kepala hadap rakyat sita kaya milik penjara enak hidup
@FaelSlowly,"['keren', 'negeri', 'ku']",keren negeri ku
@eozih,"['negeri', 'kualat', 'harto']",negeri kualat harto
@Matadawah,"['korupsi', 'usut', 'tuntas']",korupsi usut tuntas
@LieLiee-z3b,"['hukum', 'tegak', 'lakukanyg', 'tgas', 'tonton', 'medsos', 'aneh', 'korupsi', 'tg', 'masuk', 'penjara', 'tanda']",hukum tegak lakukanyg tgas tonton medsos aneh korupsi tg masuk penjara tanda
@Rrr44-vo2pu,"['indonesia', 'negara', 'makmur', 'babak', 'bur', 'gara', 'oknum']",indonesia negara makmur babak bur gara oknum
@felisiadevi4440,"['kakap', 'nih', 'keren', 'jagung', 'kayak', 'kpk', 'tidur']",kakap nih keren jagung kayak kpk tidur
@ekoyarmi732,"['rakyat', 'turun', 'tangan', 'desak', 'dpr', 'sahkan', 'undang', 'sita', 'aset', 'koruptor']",rakyat turun tangan desak dpr sahkan undang sita aset koruptor
@kahfiakungoogle2661,"['gaji', 'korupsi', 'gila']",gaji korupsi gila
@junidartiecahyono1987,"['pikir', 'aneh', 'rugi', 'rakyat', 'perintah', 'rugi', 't']",pikir aneh rugi rakyat perintah rugi t
@kajenka5460,"['buncit', 'laku']",buncit laku
@simatupangummat640,['miskin'],miskin
@AdiPradana-ws8ii,"['umpan', 'buaya', 'kirim', 'korea']",umpan buaya kirim korea
@FitRia-nt2rk,"['lihat', 'wajah', 'santai', 'bikin', 'sengsara', 'rakyat']",lihat wajah santai bikin sengsara rakyat
@Mansur-zf5qv,"['hukum', 'mati']",hukum mati
@yhenipurwanti45,"['makan', 'babi', 'minum', 'khamr', 'jauh', 'rejeki', 'enggak', 'halal', 'cari', 'kebangeten']",makan babi minum khamr jauh rejeki enggak halal cari kebangeten
@bhycoel,"['tipu', 'rakyat']",tipu rakyat
