username,comment
@omipan9711,dari sini kita bisa menilai
@rarindraprakarsa4376,ir karen agustiawan adalah direktur utama pertamina periode
@raihanbahtiar4010,informasi yang ibu yang diberikan sudah sangat jelas harus diburu itu bukti pada tahun dia menjabat dan presidennya siapa
@asrulsani5323,tahun pemilu sibuk cari kambing hitam lebih sibuk dari idul kurban
@matarajawali616,vonis tahun setelah jalani tahun sudah bebas enak tenan ya jd pejabat di negri ini
@robbywahyudi1187,bernyanyilah bu kalau mmng ada menteri atau pejabat istana yg perintahkan apalaho orde jokowi ini sejarah dlm repunlik ininpaling jelek d republik ini
@numerator7883,ciri saja orang yang berani menjawab dialah orang yang sudah bertanggungjawab sesuai tugas dan fungsi kami yakin ibu ini sudah menjawab berdasarkan data fakta realita logika dikorbankan karena jabatan sedangkan kebijakan pemerintah melalui instruksi presiden adalah ambisi atas nama kebijakan prioritas strategis tragis menjadi celah mudah menabur keuntungan untuk kelompok dan golongan korup lihat bts kominfo lihat bansos dll yg jelas kucingku masih di depan tv menunggu nasib ikn semoga baik saja
@dwirahmat492,ibu ini jujur lugas dlm member keterangan
@NyomanSriniti,bu karen semoga sehat selalu
@yonomulyono1959,lempar batu sembunyi tangan rezim pemerintah
@ifatfatmitasari2308,knapa ibu ini yg ditangkap
@bejohp6968,presiden nya waktu bu karen jabat masih sby detik akhir jabatan
@gantinamina3250,perintah jabatan berarti perintah sby dong karna berdasarkan perpres peraturan presiden dan inpres intruksi presiden era sby
@davekaro233,dari era orba pertamina di perkosa era orba tdk tersentuh
@alimustofa9312,tanyakan jokowi pasti jawabannya yo ndak tau
@NurSalim-lj6pe,semoga ibu karen kuat dan sabar kalau memang apa yang disampaikan ibu karen itu benar bu karen harus bebas bas kpk harus adil dil
@roberthutapea3008,tapi heran kasus lama dibongkar kemana selama ini anti korupsi
@chotimahchotimahsiti7500,ini kaya nya ibu gk salah dia brani bicara loh dngn gamblang
@adibonchos6004,bongkar dan bongkar
@herysulisdiyanto5248,ungkap saja semua kebenarannya bu
@mutiaraevyjunita8227,inpres tahun kata kuncinya dan ini aksi korporasi tdk ada aliran dana ke rekening pribadi bu karen semoga kebernaran menemukan jalannya
@jujurlah1945,korban politik dari pemerintah si ahok aja aman aja
@nagoyabatam3939,pretasi kpk yg jelas korupsi tapi di biarkan yg tidak korupsi di cari kesalahannya
@yustianarfa362,pertamina ngomongnya rugi terus padahal untungnya tak terhingga keuntungannya buat memperkaya diri rakyat yg diperas dgn terus naik nya harga gas elpiji
@kakisamidi3551,penegak hukum seharusnya gak perlu ragu dan takut jaksa hakim untuk memberi hukuman koruptor apapun jabatan nya di kasih hukuman di atas tahun dan atao hukuman se umur hidup apa mati jangan dikasih hukuman lebih rendah dari pencuri coba mencontoh negara tetangga kuruptor di hukum berat bahkan hukuman mati
@boobeeiboo241,vonis tahun bebas setelah menjalani masa tahanan thn
@ronisyarap6800,percuma berkata jujur kalo sudah pke rompi oren alias sudah jadi tersangka hukum tidak bisa memihak tersangka kalo mau jujur ya sebelum di tangkap
@saragihsumbayak7097,cuma di negara ini pelaku korupsi tidak memiliki rasa malu
@kelana-xj3ic,semoga yang baik terlindungi yang buruk akan terbuka celah dan terbongkar
@shartono3949,yang perlu ditangkap di periksa itu ahok
@fajarrojak9910,perempuan bsa juga korupsi ini bentuk manusia serakah udh diberi jabatan mentereng gaji bsar fasilitas wah msh sja mkn uang haram masya allah
@domilaharto9774,gimana itu mentri bumn
@zaswarung5770,pemalang nyimak wee ya to ngunu
@KimJongUn446,dimana mana korupsi itu di lakukan oleh orang yg cerdas dan pintar apalagi dalam hal bicara emang ada orang bodoh itu korupsi
@ketoetastawa3509,argumen di pengadilan depan hakim publik kan hakim
@wahyonobr2181,tiba jadi inget sama menkes yg dulu siti fadilah supari semoga kebenaran nanti terbuka semua
@TheNanang1965,saya yakin bu karen orang baik semoga beliaw allah kuatkan atas ujian ini
@jenangdodol1240,kasus era sby
@ferdyantoferdyanto9705,semoga ibu sehat dan kuat dalam menghadapi cobaan ini
@dedensaeful0416,masa yang sulit bagi sby untuk berkampanye di rahun
@SaidFatih-sc1ug,bau politik ini
@leonard7681,banyak yg membela ibu ini apakah karena dia mendadak gamis apakah ada yg bisa memastikan tidak ada aliran dana atau gratifikasi yg dia terima akibat kebijakannya itu apakah sby sudah diperiksa sebagai saksi karena mengeluarkan inpres tersebut
@pancasila6156,sby harus diperiksa dirut tahun jg hrs diperiksa
@Arew-hv1nk,semangat ibu alloh bersama orang yg benar
@mancingmania389,pada saat baru meniabat di puja skg terlunta lunta pakai baju orange
@zorro8471,gk maluu sm kerudung kmrn lu gk nyanyi pas ketangkep baru nyanyi
@cucuzeuske29,erick tohir ahok mana loe
@pakroso80,jd gagal paham udah digaji negara kok pejabat bnyk yg korup
@ellyariyadi6338,ibu karen agustiawan lugas menjawabnya sangat menguasai alur di pertamina kebanyakan atasan atau pimpinan yg karbitan titipan hanya bisa ttd lebih baik merekrut mempromosikan karyawan yg memiliki kompetensi tinggi karena ketika pimpinan atasan seperti itu diberikan informasi yg benar o bawahaannya biasanya cenderung merasa dirinya bodoh akhirnya marah sendiri alias tahunya beres alias menutupi kekurangannya curcol dikit waktu jaman masih kerja di luar kota
@baskorofadhlur2024,dikerjain orang laen tp yang di tangkep yang resign ngeri juga ini negara
@A3Channel15,siapapun yg bersalah harus dihukum tp kalaupun itu perintah jabatan smua pelaksanaan nya baik teknis dibawa naungan ibu coba ditelusuri apakah ada oknum bawahan ibu yg bermain
@MHuda-ek9ps,klo memang tak bersalah bongkar oknum yg korupsi bu jangan takut klo ibu tersankut korupsi tanggung akibatnya
@luckychiko7229,dan anehnya politik di indonesia sudah tau pernah bermasalah tapi tetep di angkat kembali untuk manjabat hadehh
@knonet1,ibu ini adalah korban tidak adakan selamat dunia akherat orang yang zalim
@edyp1018,percoyo taa
@Iwansast,itu jaman sby ya
@zte-cc4xb,nah ini nih ini nih berita yang di butuhkan saya
@serlla,naikan gajih host nyaa
@stinkeeyy,namanya siapa ya
@LanRomlan-c1b,maling ayam vs harvey mois
@yosiafifa3497,bro sedang memasak
@masaanambalat86,asik coyy masuk
@isnacty,geloo
@BangBatu-j1s,terbaik
@wthwoo,siapa yang membiarkan beliau memasak
@stellachan9828,tolong di angkat gorengan mu chef udah gosong
@wijayaj001,abu rizal bakri anda perlu banyak belajar anak muda
@danuharja9931,sama seperti dugaan banyak orang saya ko merasa sepertinya ibu ini tidak sepenuhnya salah sepertinya ibu ini dikorbankan
@puncakgunung5751,presidennya siapa
@hanshuick8529,ibu anda sebagai dirut kalau perintah itu merugikan negara jangan anda jalanin perinta tsb
@hadipandi8360,direktur yg baru juga harus diperiksa ya
@ronikyocera347,ibu karen percayalah kebenaran tetaplah kebenaran ini kasus agak aneh dan perlu dipantau oleh masyarakat luas
@mrjoker8461,pertamina diobok dimainkan para pemain kartel politik akhirnya memakan tumbal astaghfirullah
@sumarnimarni5589,ibu ini pintar loh
@zulirhamm5998,resiko jabatan yg lain tunggu waktu
@ronikyocera347,betul sekali kl ada kasus yg agak kontroversi spt ini ada baiknya pihak yg melaporkan dan pihak kpk mesti diusut juga ada apa ini sebenarnya dinegara tercinta kita ini
@krisna59,harus dibongkar rakyat begitu menderita karena banyak pelaku korupsi
@aefakhyar7033,tolong kpk polri jangan jadikan seorang untuk jadikan korban kesalahan berkelompok mau sampai kapan pola mengorbankan seorang ini berakhir telusuri semua yg bersalah dari kasus ini jangan pilih kasih
@family_team_purba,semoga hukuman mati
@arpaniayub1299,ayo buk jangan mau dipenjara sendirian bongkar semua ke media viralkan
@bachnilkhoto4217,bukak sejelas jelas nya kangkalingkong yg ada dipertamina buk jangan mau dikorban kan atasan seret dia kepengadilan rakyat sudah kesal buk dengan segala macam kebohongan dan akal akalan penguasa ini
@bernardo2080,bukan sembarangan kpk menetapkan seseorang jd tersangka kalo ibu benar ya perjuangkan jgn panik bu
@hendrikujung3402,kalo emang perintah jabatan yg di laksanakannya artinya masa pemerintahan sby ya
@AhmadYani-jt7wc,kerja di tempat ac malah pd korupsi ini di pertamina sy di pom bensinnya tempatnye panas ga ada kt korupsi sy satpamnya pom bensin beli sendiri walaupun sy yg jaga tugas di pom spbu klender malah motor sy hilang tdk ada pergantian namanya pom bensin yg pura ke toilet pura ke musallah pura bertamu
@mrjoker8461,pemerintah lagi cuci tangan
@hadipandi8360,kasihan amat udah ga jadi pejabat dipenjara nasib
@rocknwork,harta dan aset yg laen di sita aja di miskinkan aja kalo negara ini gak berani kasih hukuman mati gara partai kebo banyak yg korup hukuman mati gak jadi di syahkan
@manusiasiluman2950,sy baru ingat ditahun waktu pak jokowi jd presiden yg menjadi mentri bumn itu ibu rini soemarno yg hrs bertanggung jawab sebab dia titipan dari partei pdip perjuangan tentu ada kaitan dgn partei
@ElloVaolim,agak ragu ni masalah nya kayak nya dia dokorbankan kpk kurang percaya
@Hijrahhasan24,dari penampilan dan keterangan nya tampak jujur jadi kerugian pertamina dari tahun ke atas kok yg ditahan dirut tahun ada apa kah
@Maini_otodidax,kebenaran akan menang bu kita percaya atasan ibu semua itu cuci tangan bangsat semua yg tidak bertanggung jawab
@arniskrkarim7284,yg kelurkan perintah tangkap
@ihsanmurry8171,kpk bakalan rame
@dziigxx,maling hungkul bagong
@Waldoxyz980,impres berarti salahnya presiden sby dong
@ivanmusadexdapurmangmusa9617,semangat ibu karen
@budsetiolaksono7282,sudah banyak yg dikorbankan rezim sekarang ini siapa selajutnya
@rifaininoor3921,suara beliau bergetar
@himahartoyo4842,tahun presiden nya sby
@BajJangNur,mana ya chaplin nya
@djoeniskandar,pakai jilbab jadi rampok sucii sunah nabi mungkin
@Maini_otodidax,dari jawaban ibu karen sangat jelas kerugian di thn lulusan taman kanak mengerti bgt ttg jawaban ibu ini ttg siapa yg bangsat
@mamunmamun3679,sehsrus petnggi nya yg harus jadi tersaka dong jgn mengorban kan bawahan
@ottysukadi143,klo semua sdh dijelaskan dgn sangat gamblang saatnya bersih
@insoribabeh7261,korban ahox cs
@diditjati2672,semangat ibu doa kami untuk ibu semoga allah menyelamatkan dr fitnah
@RohimRenos,karen menangis di tengah perebutan kekuasaan parpol pemilu siapa di belakang pln tbk
@andrasakra201,kok aneh banget hukum di negeri ini koruptor yg pernah di vonis tahun baru di hukum tahun sudah di bebaskan
@muzayinperangkat3630,kebenaran akan menang bu gak usah panik
@darinasembiring,makanya korupsi dihukum seberat beratnya
@aufamusiccorner,bu karen kereen
@ariboy6776,becik ketitik ala ketara tetap semangat ibu karen agustiawan pada waktunya kebenaran akan terungkap
@Ahmadhadiri69,kalau boleh tau tepat nya pemerintahan siapa ya pada saat itu
@dulsxxx3886,lawan rezim busuk
@sukaryanabapak5080,akan terus berkembang nih penyelidikannya
@TataWiryadinata,bongkar aja mba karen siapa yg buat anda dikorbankan saya tau mba karen orang jujur
@sumirahsumi4919,tumbal para penghianat negara
@AchieveGreatness761,semoga tuhan selalu melindungi ibu ini amin
@warnilisssn4768,sederhana sekali klu tdk terima uang berarti korban tp klu terima tinggal tggu siapa berikutnya yg akan berbaju orange tentu dgn bukti krn hukum tdk mengenal tuduhan tanpa bukti
@bintangilham8971,dirut pertamina yang sekarang sepertinya tinggal tunggu waktu juga
@erviantoradix3949,korban inpres siapa yg salah dan harus di tangkap
@yg2alk302,awas jebakan politik mulai mengambil alih jabatan profesional
@mardionobapak9414,biasa tersangka koruptor selalu membela diri tdk mengakui perbuatanya maka koruptor pantas di hukum mati utk efek jera
@slametbudisantoso9494,nyanyi terus bu kami dukung
@idazaida1817,nama yg terlibat sebut aja bu jgn ditutupi krn siapapun yg telibat wajib dihukum
@oemaiokandi5795,vonis tahun kluar tahun menjabat lagi korupsi lg masuk tahun lg kluar tahun lagi kyk hahaha
@KevinKwok-sy7vx,bongkar mafia gas
@tes-sm9oq,ibu karen ini orang cerdas guru besar di harvard bidang perminyakan beliau ahli perhitungan cadangan migas valuasi cadangan migas dgn programer komputer tahun an dari itb ahli langka
@musafak730,kpk juga bermasalah jadi yaa gak tau siapa yg salah dan benar
@tes-sm9oq,ini ibu mau dikorbankan oleh rezim
@fredysihombing1481,benar kasihan sama ibu ini ibu ini korban dari ketamakan pemimpin saat itu
@Tedi-v8o,tumbal lagi
@eyangmakmur8596,besok atau lusa mungkin direktur kontraktor suplayer yg membangun bandara yg kemudian mangkrak bakal jadi tersangka meski proyek itu perintah presiden
@maysyayt5319,bu karen dizolimi sama seperti kasus sebelumnya
@nugrohoekopriadhi2471,harun masiku mana woyy
@hanytanovijanthy5246,begini klu orang pintar dipaksa oleh orang bodoh yg berkuasa
@AdiwarnaSiagian,china kalau sudah terdesak pura muslimah untuk dapat dukungan dari muslim indonesia
@nurdea3952,hati bos jadi pejabat jgn bangga jgnkan yg tida jujur yg jujur aja kalo jugaragan merasa tida senang dikorek trus sama kpk kalo juragan senang diam bae itu bukan rahasia lagi
@bintangilham8971,harun masikhu kapan ditangkap ya bapak kpk
@eliteglobal6090,banyak tikus dalam selimut banyak yg korup gak mau ketauan
@RidwanSastra-b5g,salut sama ibu kita ini
@dindratan942,nauzubillah min zalik iya padahal mereka maling uang negara udah pada kaya iya masih pada kurang aja iya
@sumarnahkm3277,dari sini saya rakyat harus paham ya mkanya rezim harus cawe untuk menjadikan siapa presiden berikutnya karena ngeri juga klo sdh g suka satu halaman dibuka aja itu pasti ada masalahnya hemm
@FirmanSyah-sy9jt,enak bgt ya vonis thun penjara tapi bru ngejalanin satu setengah tahun udh bebas eh skrg dpt jabatan penting korupsi lagi paling si ibu cuma ketawa doang dgn vonis nya nanti kan ada yg bisa bebasin lebih cpt kaya kmren inilah dagelan negeri wakanda
@tonomaryadi2493,okay karen do you need to speak to the manager
@mahmudhandoyo3570,kasus pertama ditersangkakan bu karen bisa bebas tdk terbukti eh sekarang ditersangkakan lagi kenapa nih
@AB-nu3zz,yg menjabat th siapa yah
@zulkiflizulkifli7487,karen orang jujur cuma jd korban para penguasa di negara ini
@cikodn7535,kebijakan yang menimbulkan kerugian terus dianggap korupsi dan dijadikan tersangka korupsi tinggal tunggu kehancuran negri ini semangat bu
@mochrizazakaria,kasihan bgt nih org korban politik
@paksurahman9934,semoga bu karen tabah dan tegar memang menjadi pejabat serba salah
@andrifirdaus806,serem juga ya sekarang yg kerja jujur malah jadi tersangka waduh emang sih di lingkungan bekerja bidang apapun orang yg punya hati rusak alias menghalalkan sgala cara didunia musuhnya orang yg jujur amanah dan takut kepada tuhannya itu musuh terbesar bagi manusia yg serakah akan dunia tp biar gimn pun kejujuran pasti menang dengan ending yg berbeda walaupun gak singkat
@sofyanriyadin7074,kalau dilihat dri ilmu psikologi ibu ini menahan getir dan beban tpi beliau tahan itu smua dengan jawaban yg lugas yang diucapkan bukan dibuat krn terlihat dri matanya yg tidak kemana krn klw orang bohong bisa terlihat dri matanya teman saya kenal dengan bu karen menurut teman ibu seorang yg profesional di bidangnya cma memang di pertamina permainan para pejabat elit itu sangat jelas sekali untuk mencari duit bancakan menurut saya dengan sby memberikan dukungan ke ps ini salah satu langkah catur lawan politiknya hehehehehe
@rizalEffendiLubis-jt2tc,jangan mau kau menderita sendiri seret terus yang terlibat
@Kullitem,setiap kasus besar harus ada yg dikambing hitamkan kalau perlu yg sdh di kambing hitamkan di kambing hitamkan lagi
@diahsari9977,ya mungkin ini bisa membuka tabir sebenarnya
@BungkusKosong-di5pr,begitulah tipu daya iblis dihiasinya dosa dengan kenikmatan harta dunia
@electrikalinstrumenttv6597,banyak jadi korban per orangan yg tidak bersalah ulah koruptor yg berjamaah
@hartonohartono4038,hampir di semua bumn sbg tempat unt mencari uang tempatnya korupsi terkhusus parpol
@ZulHerman-fw6nx,kpk sekarang gak jelas
@sahatsihotang2544,di kambing hitamkan
@fahmybadoh8790,ckck
@donaldintan7424,presidennya siapa saat itu tahulah sendiri
@imammaryana1356,luar biasa hukum di negeri ini makin ga jelas ada inpresnya tapi tetap di bui
@kristijadi,korban permainan politik semoga ibu karen allah lindungi dari orang zolim saya mantan pekerja pertamina beliau adalah pemimpin yang membawa perubahan di tubuh pertamina yang berhasil menyandang world class company good governance
@jeriwardani291,tunggu nantivdi pengadilan sy yakin ibu ini ga bersalah
@FaiyAhmad,ibu ini terlihat seperti orang jujur
@Agus-vm9nw,saya justru curiga dengan orang partai yg disusupkan ke pertamina setelah tahun
@AriszainAris-zm1pe,maling tetap maling gk usa membela buk
@un_die82,mana ad di dunia ini maling ngaku adanya maling teriak maling
@ferrykelvin,yuk berkicau fakta kebenaran
@Duckpro12319,karena jujur jadi dikorbankan untuk kepentingan politik dan kantong
@nenengtarno4425,
@kalilarifdaputrihalqis5497,apakah ini yg dinamakan tumbal proyek
@solehwahyudi4788,tindakan beliau kan ada inpresnya beliau hanya menjalankan instruksi presiden mengenai kesalahan atau kerugian dilapangan tentunya itu resiko pekerjaan yg perku ditelusuri oleh kpk apakah dalam pelaksanaan inpres ada tindakan korupsi atau tidak klu sifatnya kebijakan tdk bsa dipidana
@ph1971,bu karen di korbankan tetap sehat kuat bu
@muhammadhusnihelmi6964,kapan ya si firli diperiksa dan di tangkap atas pengaduan masyarakat membocorkan document tersangka korupsi
@adiswasono4208,inilah infonesiaa smuanya korupsi
@rosanaybah3451,ko no komon bu jelas kan saja ibu atas perintah siapa biar tidak bertele tele klu bener
@CapingOfficial,dirut pertamina era sby karen yang diangkat sebagai direktur utama pt pertamina persero periode
@ahmadnurhidayat626,wes ngene wae mbah nek pean merasa di korbankan terus sg kudune dadi tersangka sopo mbah apakah menteri bumn dahlan iskan rini soemarno erick tohir apakah dirut setelah pean apakah ahok
@alami2843,perintah jabatan berarti dari presiden siapa presiden nya
@moh_soimsoim9300,klo semua jelas aksi korporasi dan atas intruksi presiden dst mustinya risikonya bukan pribadi dong ini kok kpk menyeret pribadi aplg putusan korporasi pasti diputus secara kolegial
@riyandataswar8580,knp semua perempuan yg jadi tersangka terus pasang jilbab
@Hifzi-b4m,gimana tu kabarnya salah satu komisioner kpk yg bertemu dengan tahanan kpk disalah satu penjara kpk ne perlu di usut dewas tu kayak macan ompong
@ridwanseptiawan6802,kita tunggu saja sampai pergantian presiden
@amansundara936,semoga bu karen segera kembali ke keluarga bukan kesalahan bu karen bu karen jadi korban bu karen bekerja antara lain keppres dan inpres pekerjasn rugi karena kintinyutas pekerjaan beralih kepada dirut pengganti apabila program bu karen berkelanjutan menjalankan programnnya pasti negara tudak akan rugi penyebabnya ada penggantian pejabat sejalan dengan dinamika politik yaitu penggantian presiden otomstis penggantian dirut pertamina sehingga program dirut bu karen tidak dilanjutkan bu karen jadi korban bu karen yang kuat dan sehat selalu aamiin ya robbal aalamiin
@embunpagi6063,sebelum pertamina untung setelah rugi karena covid meskipun demikian pertamina harusnya untung siapa pimpinan setelah hingga sekarang btw pertamina bukan cuma rugi tp juga banyak depo kebakaran kalau begini siapa yg bertanggung jawab rakyat yg ditinggal di dekat depo yg salah
@ikiganteng6397,ttp smngat ibu
@goodchildren9540,kpk guoobblookk benar tidak profesional sby dan dahlan iskan periksa guoblookk
@asido111,untuk pertama kali nya saya cukup yakin dengan keterangan dari tersangka korupsi
@goodchildren9540,terlihat sekali ibu ini korban bukan pelaku korupsi kpk wajib telusuri lebih mendalam lagi jangan berhenti di ibu ini ibu ini pasti bebas
@duliduli7909,halo broo sebenarnya diapa sih yg bisa buat hukuman mati mskanya gsknusah pilih dpr bisr rajyat sendiri yg buat undang dan aturan hukuman itu baru top markotop
@fawfaw9386,x kasus korup tahun penjara langsung bebas hmm rasanya anjing bgt itu skrng korupsi lagi babi emang
@Nsp_sidorejo,dikit demi sediki zerim akan terbongkar kebusukannya
@duldulgun7291,plonga plongo tapi daya rusaknya dahsyat
@ryomaechizen11,buktikan saja masuk ke kantong ibu apa tidak itu saja
@dyahestikoma2081,maksudnya perintah jabatan ada ppnya untuk korupsi gitu
@budiantosms9788,kalo ketangkap ngoceh aja cari pembenaran sdh sangt pintar lah rkyt bu menilai nikmatin aja masa tua mu d penjarah
@fullmoon4373,ini sih ibuny ngerti banget bidangnya beda sama yg lain ditangkap cuman bilang saya siap diperiksa kalau saya bersalah
@sunan-chenel,ini orang jujur makanya di buat aedemikian rupa agar jadi korban coba lihat gusdur kan jadi korban orang yg ga suka kebenaran
@bernhardyralda4459,saya percaya ibu ini tdk bersalah hny korban politik
@agussalman2844,laa ngene iki piye semua lini korupsi beras raskin migor minyak dst ayoo berikan efek jera yg setimpal biar rakyat iki gak tambah berat dg karakter pemimpin kayak gini
@suprisupriyono5797,bagaimanapun keadaannya pertamina pasti untung pejabatnya aja kaya penting tidak di korupsi
@bonatoeasihombing,periode korupsj tersangka
@sagachanel911,tikus koruptor percuma di tangkap kagak jera dan fakta nyata vonis hukumannya juga sangat ringan sekali belum lg bermain dg mafia hukum vonis sangat rendah lalu cepat bebas dapat remisi yg penuh permainan sudah waktunya reformasi totalitas basmi tindak tegas sapu bersih semua oknum orang yg terlibat mjd tim mafia hukum di negeri ini masalah hukum masih sangat carut marut tajam ke bawaah tumpul ke atas
@evibagja9061,becik ketitik olo ketoro pada saatnya segala sesuatu akan terbuka kebenarannya
@SimonTemplar1980,seorang menteri melaksanakan perintah mirip prajurit melaksanakan perintah komandan nya mana bisa asal asalan ditangkap
@sagachanel911,tikus koruptor kebanyakan alasan clasic demi pembenaran pembelaan dirinya sendiri kagak mau mengaku bersalaah dan meminta maaf kagak ada kapoknyaa si emak
@sutanbataraguru9252,sudah kadung bu bongkar aja biar rakyat tahu
@maruli57,perintah jabatan bukan perintah anda nyolong bodoh benar kenapa orang ini dipilih jadi direktur ya
@budiantosms9788,pepo panas dingin naik turun gunung hanya bawa tuyul gunung aja buat apa
@SimonTemplar1980,negara ini harus kembali ke jalan yg benar mau presiden mau wkl nya tetap harus diusut
@HasBullah-i7m,korupsi lagi korupsi udah semangkin hancur pemerintahan indonesia ku malu saya sebagai rakyat asal baca berita korupsi aja cocok nya yg korupsi ini gk usa di penjara tapi di kasih timah panas biyar tau rasa salam indonesia
@dianmardiansyah3751,naudzubilah himindalik
@fansjordi,jadi justice collaborator aja biar tau siapa saja yang korupsi
@fatursoto,giliran jadi tersangka pakai hijabb kemarin telanjang aja gak pakai hijabb
@agustribowo3006,dihukum tahun tpi baru menjalanj tahun sudah dibebaskan fix ada yg ga beres sama org ini jgn mudah percaya dengan semua katanya
@kawaslawas6038,pantes berambisi sangat bukti nya ada gak bu kpk jangan nunggu presiden selanjut nya ya ayo dong perlihat kn kinerja mu jangan takut di pandang politisasi lah gas pol yg salah jangan tunggu
@indartohorse7334,buktikan saja dipengadilan kalo memang anda benar dan yakin tidak bersalah
@mashuri5942,itu yang korupsi jamannya ahok berarti hanya yg tanda tangan bu karen awal kerjasama beliau hanya sasaran kpk
@bergas975,itulah knapa anda ditunjuk jdi dirut krn anda mudah di stir klo tdk mudah tdk bakalan anda jadi dirut
@Robotsakti-i9f,yang jelas saja setiap ada tindak pidana tipikor tidak mungikn hanya satu pelaku itu ada pelaku lain di balik ungkapan pelaku
@zismistrator,begitu di tanya diajak masuk aneh
@suparkanparkan8113,aph indonesia asal ada laporan sekiranya ada printah penguasa terlapor hrs ditangkap langsung oke bos siap tangkap yth aph mhn cermati plaporan lbh dahulu kasihan org yg benar hrs dipenjara yg salah tetap dibawah naungan penguasa
@winatahalim4079,di korbankan sih lebih tepatnya aktornya lagi nonton sambil senyam senyum bongkar semua buk
@Kangmaman-bb1qo,tata kelola negara kacaaww ada pemerintah diatas pemerintah
@Akiakinganggur,komisarisnya ga kena
@anikwtt9217,y alloh menetes air mata liat ketegaran ibu karen mungkin korban fitnah
@yudhierayan5102,intinya klo jdi pesakitan jangan korupsi itu pesan nya elo di suruh korupsi suka
@Jk-pu6mj,kalau mauberantas korupsi ya hukum mati
@hemast6847,jadi tumbal
@budychristaruna821,ini mah tumbal doank males lah jadi dirut pertamina di jaman sby bu nicke sekarang aman ada btp yg jagain
@budiyusanto2910,tidak hanya karen semua pasti juga seperti itu
@idabaguskawi612,sangat heran di dunia dongeng ini kok enggak kapok
@SakurataIsokaya,sasaran tembak adalah prabu hambalang
@eriellsalim5515,kenapa yg tertangkap kasus apapun diberi jilbab
@susantofire8019,sabar bu karen sebentar lagi allah akan tunjukkan yang haq itu haq yang bathil itu bathil ya allah selesai kan saja urusan di dunia para oligarki brengsek di negeri kami aamiin
@inmasinmas8728,bu keren yg terhormat ibu sangat jujur dan sekalian ungkap semua yg terlibat sebut namanya siapapun dia jgn takut allah bersamamu
@buanasuryo3199,jalanin aja bu persetan lah dengan omongan mu
@armonbachtiar3423,polanya sama di rezim ini semua pendukungnya bisa korupsi cukup korbankan satu sebagai kambing hitam selamatlah golongannya
@dapurnurmil9162,perintah jabatan berdasarkan inpres
@lilikyuningsih8385,sdh baik dirumah jadi ibu rumah tangga koq mau nya kumpul sama pencoleng
@nanangwijaya1184,terhormat sekali koruptor di negeri ini disambut selamat malam bu negara aneh
@bandungeuy1,kalo merasa benar artinya kpk yang salah
@fishingjob2648,negara mafia berbalut spritual religi semangat bu karen
@kebogerang4695,thn vonis tp thn udah bebas waah kereen
@waspodowaspodo3002,mampus lho makan tuh minyak dan gas sampe neraka makananmu
@zealotChristians,bongkar semua jangan takut bu karen mereka harus dimasukkan ke penjara merdeka
@assechannel4730,percuma bicara teknis buktikan harta terbalik aja bu
@haryonoreno5430,hukum mati maling
@paulsiagian2931,kalau dah korupsi jgn banyak bacot kau jalani aja hukumanmu
@laijiaxinlijiahua9827,wartawan itu presidennya siapa buk wktu itu ibu presidennya taulah siapa
@mohammadgustaf5757,jabatan berakhir yg rugi tangkap yg menjabat ayo siapa itu anak buah jokowi pastinya
@mohammadgustaf5757,rezim pki mereka yg korupsi otlrang lsin yg ditersangkakan
@idaayunyomanswarni2892,ayok bu karen bongkar semua
@mohammadgamoh8579,ucapanya betul tp di belakang layar proyek yg fantastis bs di ambil
@poorfarmerindonesia6886,jiaka memang ada yg bersalah bu karen hanyalah salah satu yg bersalah dan di korbankan
@bang_jenggot2007,oohh jd president bisa ditarik donk ke dlm pusaran
@adykurniawan3872,dari penjelasan nya bu karen tau betul dia cuma dikorbankan lawan bu rakyat dibelakangmu kalau anda benar
@johnsonwijaya2290,sita semua harta koruptor ingat yg terjadi di indonesia kolusi korupsi beramai ramai pelaku lebih dari satu orang
@bang_jenggot2007,waahh bakal seru niihh
@farosrohmangeloraramadan3897,ibu karen masih ketakutan gitu liat lah udah jelas tangannya diborgol terus makek rompi oranye dan diliat banyak orang dan di foto bener down mentalnya sebenernya dia juga emosi dilihat dari matanya melotot terus cuman masih belum berani dan masih barhati hati dalam berkata karena kalok dia langsung menyeret pejabat yang terlibat kasusnya bakalan lebih berat lagi hukumannya dia dan kemampuan berbicara agak lancar dalam kondisi tangan diborgol dan disorot banyak media itu hebat loh kebayang posisi seperti itu stress dan malunya gimana dia pakek cara sederhana menarik nafas dikala jantung berdebar terus berbicara ya walau masih berhati dalam menyebut nama pejabat dan sempet lupa dalam penyebutan aturan
@budhiinibudhi9477,keren dari tahun jadi tahun lawak negeri ini
@yantodabut5560,biasanya itu inisiatif sendiri bukan diperintah
@mioselalu142,ga usah takut bu nyanyi yg kencang dan lebar mulutnya pasti wakil rakyat sm mentri pasti ada ampau
@Didotruwetkiukiu,di hukum mati aja
@ummusalamah6220,ibu tumbal penguasa hanya menjalankan perintah atasan
@Didotruwetkiukiu,korupsi di indonesia wajib di hukum mati biar sampah negara takut untuk korupsi setuju gak ni rakyat indonesia
@dinafard7054,harga dunia turun di jegeri sendiri naik lg naik lg
@DinalNal-fy3gz,tangkap yg atas jng yg bawah terus kpk hanya peggang bawah yg paling di atas nyaman dan aman ini kah kerjanya
@achmadrosydin1800,dahlan iskan gak bisa tidur
