username,comment,predict
@SidqiAmrulloh,sudah waktunya dpr dan presiden membuat uu koruptor di hukum mati mumpung belum tahun nanti keburu indonesia bubar,Negatif
@RecsYoln,matikan,Negatif
@pasarminggu7271,diarak bunderan hi tugu pancoran hrsnya,Negatif
@santyponiman5325,ini lah tampang maling milik negara tampang nya ganteng tapi hatinya maling,Negatif
@boy9221,tamak gaji nya dh sangat besar sebulan miliar masih aja korup any ng pantes bumn laporan keuangan nya rugi terus ternyata banyak tikus colok matanya geura,Negatif
@rudydjojohartono5038,dah waktunya boikot pertamina biar berbenah,Netral
@herusetiawan2171,paling nanti dihukum kurang dari thn soalnya berkelakuan baik kocak kalian semua,Negatif
@initialech4438,ribuan itu,Netral
@SongulAlper-t4i,bisa hemat waktu dan tenaga solutif banget,Negatif
@BaverMustafa,bukan kaleng benar memuaskan,Negatif
@dedimuryadi1359,liput rumah dan keluarganya dong biar rakyat tau uang rakyat dibeliin apa aja sama istri dan anak nya,Negatif
@ansazsyarev7415,merdeka pak prabowo,Negatif
@Yuuta-w1v,hari ini masak apa cheff,Netral
@MuhammadSaidSaid-ow1jd,koropsi ndas mu,Negatif
@MuhammadSaidSaid-ow1jd,koropsi ndas mu,Negatif
@canitravelcommunity2450,indonesia kalau namanya ngeliat sudah pasti matanya ijo,Netral
@abdulabdullah5623,asli bjir apakah mli ikut memparodikan apakah tretan muslim dan coki juga akan stand up,Negatif
@GL48502,balikin dong ke negara uangnya lumayan banget utk mbg ituu,Negatif
@sang_elang90,dasar maling mati lah di penjara dan masuklah kedalam neraka yang paling hina,Negatif
@titokdjatmiko2299,sepandai pandai km menyimpan bangkai pasti akan tercium sepandai km koruptor pasti akan tercium maka jangan koruptor sekarang jalani aja dlm persidangan dan jangan ditutupi maka itu jangan serakah memperkaya sendiri dari uang mbajing sekarang rasakan,Negatif
@HeraHermin-dp5fc,mampus,Negatif
@HeraHermin-dp5fc,hukum mati,Negatif
@AliSaputro-h6r,jancuk tenan saya doakan semoga orang ini matinya tidak diterima tanah penipu masyarakat indonesia pertamax dioplos pertalixe maka pertamax sekarang beda dengan pertamax dulu,Negatif
@ASCHANNELLAGI,buang ke kandang kobra,Negatif
@fendichoy,setan saya pengguna pertamax woey,Netral
@shindahadi1864,maling ayam aja ancaman thn korupsi segitu banyak ya miskinkan penjara sampai mati dlm penjara,Negatif
@H.Angsyukron,hos nya nyiyir ini perlu di sentil,Negatif
@AhmadSobri-yb1vu,hukum mati harga mati koruptor musuh rakyat negara ri tv jgn cuma bhs doang beritakan hukum mati,Negatif
@nurarinibatubaravera2420,liga korupsi indonesia korupsi dana haji dana abadi umat jangan lupa,Negatif
@dadangsupriatna596,bikin lgi bang seru juga lu,Netral
@YohanesAldhy,selamat datang liga korupsi,Negatif
@ZaenalRahmat-q2q,hukum mati aja koroptor supaya tidak menyengsarakan rakyat sudah kaya masi mau memperkaya diri kasian rakyat sudah menjerit kebutuhan hidup sudah sulit apa mahal liat kayak gini buat jengkel,Negatif
@freebtc2spinner218,hukum gantung aja mreka,Negatif
@fadkhurrozi3529,kluarga koruptor dilarang masuk pns ataupun pejabat,Negatif
@dinsaaduddin,hukum mati koruptor ini mana mahasiswa mana mahasiswa coba juga demo untuk pengesahan uu koruptor cb gaungkan pemiskinan koruptor dan hukum mati koruptor,Negatif
@ZaenalRahmat-q2q,sebagian kecil gunung es hai dewan buat undang hukuman mati para koruptor biar pada mampus semua itu koruptor rakyat sudah sengsara apa mahal para koruptor enak curi uang rakyat,Negatif
@Lf4_piec,woy balikin uang gw pantes motor gw rusak,Negatif
@DoStoryyz,kira dihukum bulan ato tahun ya,Negatif
@RiyantoRiyanto-l1r,inilah biang kerok nya yg demoahsewa ya ini serta bianmya supaya mengalihkan pandangan publik ok,Negatif
@tjuan.r7018,si negeri china yg begini sudah masti si hukum mati,Negatif
@ekkho14,kebiri koruptor,Negatif
@asrohabdullah8208,brengsek korupsinya langsung merugikan rakyat keren amat baju tahanannya pak,Negatif
@trayychannel,banke maling hrs hukuman minimal seumur hidup dan hrs mengganti kerugian negara klo perlu sitq semua asetnya,Negatif
@SangGenerasiMuda,jika kalian mengaku mu minin hukum mati atau potong tangan,Negatif
@rrrrrrr202,kasihan sih mereka ini pasti diatas mereka ada mereka itu yang lebih berkuasa,Negatif
@Maskenang6668,ternyata pertamina sarang maling,Netral
@bennomasael_0472,jangan hanya salut sama penangkapan tapi kalau di bunuh mereka itu baru keadilan,Negatif
@sridarnarto4615,gila mereka ini triliunan mrka mkn rakyat kecil setiap bbrpa bulan sekali menunggu uang bantuan bbrp ratus ribu utk mkn minum sekeluarga dgn harap cemas turun nggak bantuan,Negatif
@dirlycemod8707,minyak bumi t timah t bijih besi nikel gas alam lng lpg perak emas fosfat batu bara intan platina gipsun tembaga alumunium marmer aspal dll,Negatif
@satriacell5126,ini beneran apa cuma setingan,Netral
@suryasembiring1179,parah,Negatif
@Maling_Negara,sampe perusahaan terbesar indonesia maling nga tau malu rugi kan negara triliun langsung di gantung di monas,Negatif
@IndahPonsel-ir9si,pantaslah kaya uang haram semua tangkap dan adili seluruh pelaku dan dalang nya sampai ke akarnya,Negatif
@budhihartono4522,paling vonisnya cuma th,Negatif
@KAKA_SMD,di monyet motor butut saya d kampung jauh ke pom bensin beli di kios bensin eceran cuma ada pertamax asal tau aja orng yang jauh dari pom bensin ya beli di tukang bensin eceran yang hanya ada pertamax,Negatif
@Dianachomell-s9h,indonesia hrus revolusi sudah tdk layak brdiri,Negatif
@annisamalita1532,bang nasibmu gimana sekarang ini berita bukan tepi jurang lagi,Negatif
@maemguys5221,jadi yang bakal degradasi siapa,Negatif
@azizmuzzamil9115,lu asik bg,Netral
@junnsx3486,keren bang,Netral
@AlmahyraTube,bahaya laten korupsi,Negatif
@doadoi893,nkri negara koruptor republik indonesia negara komunis raya indochina,Negatif
@HoshimiyaRanshibuki,timah masih berusaha mau nyalip pertamina dalam hal korupsi,Negatif
@HoshimiyaRanshibuki,d bulan ramadan juga dapat keringan para koruptor,Negatif
@Skiller-Booo,beckingan,Negatif
@ahmadiqbal2961,asik niih kalo bisa minimal tiap seminggu sekali ada materi roasting dan pinggir jurang gini mengupas para penjahat biadap bakal laku laris manis nih program auto gw bikin story wa dan subscribe semangat kang pembawa materi semoga sehat selalu,Negatif
@SapUan-n4l,semoga gak drama tentang sinitron perselingkuhan,Negatif
@condiaameria4326,udah waktunya mereka diperiksa udah kelamaan,Netral
@kikimr2649,kelakuan boomer dan mileniah emang babi lah negara rusak sama generasi ini,Negatif
@destu8393,jembut kabeh,Netral
@haryantobaru112,orang kayak gini layak segera dihukum mati jangan omon doang,Negatif
@AkensuryanaAkensuryana,hampir semua pejabat senengnya korupsi,Negatif
@alimashuri6755,hem kaya gini anak negeri anak bangsa patriot pejabat ohh pejabat,Negatif
@NoOne-pp9hy,total korupsi mdb usd b pertamina usdb,Negatif
@yusufabdullah2643,miskinkan kalo perlu turunan,Netral
@PriantoYanto-j8b,rupanya masih banyak mafia migas ya,Netral
@elkanaelkana5691,bos pertamina ini tubuhnya disiram dgn minyak mentah terus dibakar aja badan mau kaya tapi koropsi dasar serakah,Negatif
@dyahfitri2775,satu masa president prabowo di tangkapin mantap,Positif
@TVRUMAH-i9q,njing yang dirugikan bukan negara tapi rakyat,Negatif
@yuziiimuhamad,pantes harga bbm mahal bahan nya infor kacau,Negatif
@nelijawati175,yg dirugikan itu masarakat pengguna pertamak harga partalit kan lebih murah harusnya masarakat itu menuntut pertamina atas penipuan ini,Negatif
@tt.MatzMlbb,sudah kuduga pertamina rugi trus pedahal kita beli bensin cash gapernah ngutang,Negatif
@Marsono-u5q,koruptor pantas nya di gantung ini yg menjadikan indonesia gelap yg demo kemarin mahasewa,Negatif
@fifibahruddin7888,kalau t th ini berati th lah yaa,Negatif
@junaidijahroni2308,tppukan saja dan hukum mati pelakunya bos itu cuma saran,Negatif
@caknunkusuma,miskinkan dan hukum seberat beratnya karena imbasnya menyengsarakan rakyat seluruh indonesia,Negatif
@aniesnov4727,negara yg ber agama korup nya luaar biasaa,Negatif
@taufanlukman,sebaiknya hukuman mati segera diberlakukan,Negatif
@merpud,kira berapa tahun hukumannya,Negatif
@AjibLorD,kapan jadwal waktu liga korup ni,Netral
@saeasri,bikin malu keluarga,Negatif
@martinsundah3827,pantas dihukum dikursi strum,Negatif
@beruangkutub33,ini kasus mark up apa bohong produk disuruh beli produk a yg kualitas bagus tp order produk b yg kualiatas dibawah tp dengan harga produk a,Negatif
@warungcnt7402,mahasiswa mana suaranya kalian hanya bisa demo kelas nasi bungkus cob demo utk bikin uu mati dan perampasan aset koruptor ke dpr berani ga jangan kalian bener gelap ya,Negatif
@GarudaBws,rompinya bagus banget jangan lupa gundul rambutnya kayak yg diselah rumah,Negatif
@BastianSinurat-f8w,demolah mahasiswa agar dpr mensyakan uu perampasan harta kjrupsi,Negatif
@cusmu-b6s,kejagung hebat kpk kemana ya,Netral
@ariewidoyoko6750,netizen g usah heboh biasa aja udah biasa gini ini endingnya antiklimaks kok,Negatif
@priyosulaksonobani1561,baju tahanannya terlalu keren dikarungi lak wes,Negatif
@ngatinotino2722,menjijikan,Negatif
@arifdinal420,pas sidang di vonis bebas sama hakim berengsek,Negatif
@YohanesKelen-p3i,buang ke nusa kambangan,Negatif
@sanbowoindroyuwono6419,khaiid itu mafia nya,Negatif
@GaranganLokal,tahun di potong denda jadi bulan saja,Negatif
@AyahAira-p7x,dikira duit mainan x ya gk mungkin korupsi sebanyak itu bisa lolos dari hukum bung skrg era prabowo semua yg korupsi sudah ketangkep itu belum seberapa dan masih banyak lg pasti yg korup tp blm ketahuan tinggal tunggu waktu aja kalian para koruptor sampah,Negatif
@yenimulyani8362,klo sipetruk cawe bsk jg batal paling yg jd tersangka spbu kecil contoh hgb pagar laut dah di cabut batal lg awas nge prank mknya cpt adili sipetruk dan keluarganya,Negatif
@kml472,rugikan rakyat bukan negara,Netral
@bambangutoyo8980,bumn memang sarang para koruptor,Negatif
@ahmadsaepudin7907,berita gini ya di sukain gen z pembawaan seru,Netral
@alanmadison291,dia sedang menggoreng di tepi jurang,Negatif
@rasyidsidikprabowo1127,auto subscribee,Netral
@ZiaFauzia-o9q,berita gen z,Netral
@ahmadsam559,mari nikmati prestasi banteng periode,Negatif
@laliya9332,pasti mas ini lulusan stand up comedy metro tv season,Positif
@esulaeman919,wkwkw kocak,Netral
@GarudaBws,eric tohir gak canggih,Negatif
@muhammadnoviansyah5411,ini penimbun bbm yang sesungguhnya,Negatif
@oe6009,hanciikk korupsi sekarang bukan milyaran tapi sudah triliunnya tapi ini jamannya siapa yoo,Negatif
@SugiYanto-sm4gh,palingan pennjara bersih thn sedangan yg di hasilkan lolos dr sitaan bisa buat mencukupi keturunan,Negatif
@antipas5206,mantap ramai masuk jeruji terima tu hasil korup kalian semoga dihukum seberst nya sita semu harta kekayaannya,Negatif
@mr.kucutt5720,indonesia darurat korupsi,Negatif
@kesaldikitbang,anda yang memasak saya yang berdebar,Negatif
@softtex8725,mantap gosong,Netral
@esulaeman919,top skornya siapa nih,Netral
@focusnganggur2240,negara lucu,Negatif
@adibindrianto,metro beralih jadi berita tersantuy berdasarkan data dan fakta,Negatif
@Avnich22,bung indro kompor gas edit kebakaran ini mah,Positif
@sarapan9536,wkwkwk,Netral
@JimyAnwar,harus di pnjara seumur hidup,Negatif
@RaihanMotor-i1z,kalo boleh sih hukum congkel mata potong lidah potong tangan kanan potong kaki kiri dah itu miskinkan masukin penggilingan sekalian menjijikan dnger korupsi lagi korupsi lagi,Negatif
@apriadi1993,rakyat dambakan manusia setengah dewa eehh faktanya manusia setengah bin ng,Negatif
@Alfatihxv5zb,gada habisnya maling uang negara biar jera langsung di gantung kalee yaa,Negatif
@paijo5366,pengen punya buku death note,Netral
@Casaflorali,jadi selama ini gw isi pertamax tapi dikasihnya pertalite terlaluu,Netral
@happydengancoffeekopi1274,siapa yg pilih dia jadi dirut,Negatif
@mhtstudio1438,sikat habis koruptor gas terus kejagung pasti masih banyak itu,Negatif
@wibumusiman4920,itu mah bukan merugikan negara tepatnya merugikan rakyat,Negatif
@UtomoNjoto,akibat pelemahan kpk,Negatif
@usmansawut9174,hukum seumur hdp dn miskin kan tuman,Negatif
@JKT_SF,congratulations nanti setelah dihukum tetap jadi org kaya kok,Negatif
@rumahkulonprogo2882,ya allah triliun,Netral
@DesainCustomBjb,pantesan tarikan motor gw jadi letoy,Netral
@Ambi9u,ga usah pake maskerlah apa beda nya sm penjahat biasa bahkan lebih parahh,Negatif
@jamalsitorus1666,habisi semua koruptor dan calon koruptor,Negatif
@escape1085,palimg hanya dipenjara beberapa tahun itu juga kalau benar dipenjara rakyat hanya bisa ngelus dada aama nelen ludah,Negatif
@Boymin-g9o,itu penjaranya vvip ya sama saja,Negatif
@bungasgi2524,skrg baru diungkap baru ketauan atau baru dikasih tau,Negatif
@Mr199191,mereka gak mau nego sama prabowo pas ahok masih disitu komut nya sekarang langsung dibuka kasusnya,Negatif
@multikelas6712,tombol alam menangis,Negatif
@niruschanel4626,hukum mati dong biar pada kapok,Negatif
@broenk8092,pln periksa dong pln,Negatif
@airulhazim,mahkota mu ketinggalan king,Negatif
@salman_lq,let him cook,Netral
@FikiAdriansyah-ur3pm,masak apa king,Netral
@Ridz_One,selamat kan beliau,Netral
@Futura-07,let him cookk,Netral
@codingonbeta,mantap kali,Netral
@airulfandi9759,metro tv sedang memasak,Positif
@syamsulmaarif9215,dimana logikanya warga negara tidak bayar pajak kendaraan bermotor tahun kendaraan nya boleh disita negara sedangkan korupsi yang merugikan negara uu perampasan aset tidak akan pernah di sahkan,Negatif
@Tanin-g7x,naikan jabatanyah bang,Negatif
@yatiembem432,telat udah triliunan baru ketauan kalau negara mengeluarkan subsidi apapun bentuknya pengawas du luncurkan kalaupun ada yg curang blm triliunan,Negatif
@setiyantosetiyanto5140,harus gak boleh pakai masker,Negatif
@zahrachanelbrz491,baru selesai kasus t muncul lagi kasus t,Netral
@YudhaDarman,kalo memang terbukti secara syah menurut hukum maka hukuman mati adalah layak untuk mereka,Negatif
@Nuryadi75-g6l,itulah hukum pada koruptor terlalu ringan mestinya hukum mati dan miskinkan,Negatif
@SelamatSarjdhono-in1jk,siap bumn yg lain pakai baju tahanan,Negatif
@encubjubaedari50,hukum mati aja sekalian biar ada efek jera,Negatif
@insomosquito7241,bukan cuma merugikan negara tapi seluruh masyarakat yg beli pertamax karena ga mau beli bbm subsidi,Negatif
@ChrisBrian9,mahkota mu king,Negatif
@igozcina8857,yakin sih pasti pertamina juara lihat aja poin nya triliun menyala pertamina nih bos senggol dong,Negatif
@ciwsphalanx6270,let bro memasak,Netral
@French.12,sedang memasak bung kegosogan chef,Negatif
@FebbyArioAdivani,naikinn gajii,Negatif
@dhini_001,metrotv sedang memasak,Positif
@kakikukejepit3788,wah kalo menteri esdm dan menteri bumn gk tau wah gblk banget gelap indonesiaku,Negatif
@Keepfighting77,trapkan hukuman mati gaji sdh besar tdk liat apa rakyat banyak yg susah,Negatif
@plaisirhommes8895,hukum mati aja untuk koruptor negara di atas t,Negatif
@miatichrist856,tenang aja pak pasti ringan dakwaan nya kasih aja setengah yg anda korupsi atau bagi ke penegak hukumnya pasti aman,Negatif
@mekarsaritravel1257,hukum mati dan miskinkan,Negatif
@HeriBudiman-j9r,inilh tmpang yg hrs di hukum berat,Negatif
@agunghartawan4170,orang tamak serakah korup walau sudah kaya raya masih belum puas masiih kurang ibarat meminum air laut semakin diminum semakin haus,Negatif
@dewicit,akankah tahun lagi hukumannya dan jadi heboh lagi baru kena tahun itu masalah hukumnya dan pertanyaan terbesarnya adalah di mana uang hasil korupsi itu ya,Negatif
@Mikhailovich_the_specops,siapa yang membiarkan bro memasak,Negatif
@playwithbiyash,manusia brengsek,Negatif
@AnnisaIstiqomah-n3l,korbanya seluruh rakyat indonesia hukuman mati lebih tepat,Negatif
@anomalysyndrome3235,sudah itu bbm alternatif kemarin sempat langka kalau kagak tertangkep bisa untung lebih besar lagi oknum ini,Negatif
@iwansatibi7195,hmm jangan ada setoran gedhe yang ngalir ke pilpres,Netral
@Kang_Mustaqim,ajing emang ini org,Netral
@Tuhibae,kasus dugaan maling jangan korupsi gak cocok min ubah judul nya jadi kasus dugaan maling di pertamina,Negatif
@anakdesabcmlodoyo8708,penjara miskinkan sja,Negatif
@ketutardika4355,gunakan produk lokal hanyalah slogan bagi koruptor berdasi gunakan cara yg licik untuk mengeruk uang rakyat,Negatif
@tantoharyantoid2283,ya allah duit ampe ratusan trilunan ga ingat di akherat abadi nti anak cucu di kasi dr hasil korupsi,Negatif
@jonlenon834,mampus kalian maling uang rakyat,Negatif
@Mzmz-xs6pr,bukan lagi wajah koruptor tapi wajah iblis yang menipu seluruh rakyat indonesia,Negatif
@budijayadibudi5432,bro tuntut aja thn kek yg sbelah,Negatif
@ghehanallfat,setan dibuat minder dengan kelakuan pejabat di negeri ini,Negatif
@ferijohn4960,naikkan gaji kpk,Negatif
@SGM789,mukanya songong kaya tapi maling semua makanya pakai pertamax juga mesin gak enak amat eh ternyata di oplos sialan,Negatif
@mauliyamauliyaa9826,tenang bang masih banyak calon mega korusi antam belum masuk csr bank bi lahan sawit lg yang potensi tril lebih masih belum tenang aja bang hahah pln masih dalam tinjauan ya kita lihat saja siapa yang masuk zona champion ahahahahahhaha,Negatif
@rozanarayark4335,ini sinema,Netral
@danusuputra9036,up,Negatif
@soidasurt777,bang ac di studio adem kan bang,Negatif
@gosport4739,kok sepi,Negatif
@sintaastuti9993,ngakak wkwkwkkw,Netral
@KenoFasrisInvern-y3u,tolong hostnya dilindungi,Negatif
@fredybland6843,sessh let him cook,Netral
@Ngobrolartis,jos pokoke lanjut,Negatif
@AlmanPutra-yd4jk,cara cerdas menghasilkan uang dengan cepat korupsi triliyunan pasang badan penjara ancaman thn nanti tahun bisa bebas bersyarat baru dah setelah bebas kita mandi duit menikmati hari tua berlimpah uang menang pejabat pintar dlm bisnis cari uang dengan cepat hidup koruptor anda hebat,Negatif
@BgOyen25Bengbeng,selagi hukum di negri ini lemah maka mereka hidup senang tenang dan sejatera bak di syurga seluruh koruptor bangsa ini tinggal di indonesia mumpung sistem dan hukum di negri ini lemah dan gak jelas maka manfaatkan kesempatan emas ini sebaik nya hancurkan negri ini demi kepentingan pribadi kelompok partai dll,Negatif
@AnggeraprilTiono,cari kerjaan susah gak dapat ini malah pada korupsi astaghfirullah,Negatif
@AlmasGeming,pemerintah kurang tegas urusi korupsi sampe kiamat ga bkl ilang itu korupsi siapapun presideennya ga bkl bs brantas korupsi,Negatif
@tommyrodhece706,hidup sudah kaya raya masih saja kurang kaya,Negatif
@AlmanPutra-yd4jk,sekarang sudah gak zamannya korupsi miliyaran itu mah korupsi receh klo sekarang triliyunan mantap,Negatif
@alexlucky16,copot itu baju akhlak nya maluin,Negatif
@RezaHansyah,koruptor gantung di monas suntik mati di rs grogol miskinkan koruptor sita semua aset yg mereka pnya,Negatif
@didingyusdianto6340,pendidikan agama iku penting ya gini klo ga pernah belajar agama,Negatif
@FebriNaldi-pj1xp,korupsi udakebiasaan di indo,Negatif
@AbdulSanduri-nl4ff,hukum mati sja pk presiden org mcm tu,Negatif
@MasGondrong-gx4si,emang bener kata almarhum gus dur pemerntah penakut mlkukn tindakan bgi yg bermasalah tfi sama rakyat gercep bnyk diselesaikan,Negatif
@argandasyahputra8521,kasila anak istrimu dari uang haram tersebut masudku korupsi,Negatif
@Richard28742,sudah keterlaluan hukum mati biar kapok para koruptor,Negatif
@AbdulSanduri-nl4ff,muka mcm beruang gitu lo kok bs jdi pjbt bumn ya ap salh pilih ya hh,Negatif
@argandasyahputra8521,sekalian bawak anak istrimu masuk neraka jahanam,Negatif
@herukosasih6079,rakyat sumpahin korutor pada struck stress gila mati di penjara itu yg pantas buat manusia sampah gk berguna buat bangsa dan negara merugikan rakyat sewaktu belm ketangkep mereka pesta tertawa menikamati harta wanita mendotkan sorga dunia sekarang ketangkaep hukum mati lbh pantas,Negatif
@sudarismanputra3324,masih juga tudak di tuntut hukuman mati korupsi mrusak nkri,Negatif
@Santos-yh1oo,gantung aja terlalu panjang ngomongnya,Negatif
@yudhisbf,hukuman mati sudah layak bagi koruptor agar memberi efek jera,Negatif
@viralbestviral,coba cek ktp nya beragama tidak kakau ktp beragama kenapa tidak takut dosa dasar agama ktp,Negatif
@AlfiAsni,mana bukti uang nya kayak kasus gula ada bukti uang nya,Negatif
@firmanadil954,pst uda gak beres semua bumn,Negatif
@ibukebun,dingin sekali rek,Negatif
@budiyanto6303,yang paling sejahera ya koruptor rakyat kecil yang selalu ditindas apa kena pajak iuran bpjs,Negatif
@ArekaArekaWF,absulut cinema,Negatif
@MEGAR505,gokill,Negatif
@titianrice2silalahi,tambahin kasus korupsi baru biar makin seru macam korupsi antam dll,Negatif
@fredrickyappysetiadi1271,gelo wkkwkwkw,Netral
@WidyaAstuti-sL,mantaap,Netral
@rusdibahalwan3722,bro info ig nya ini host,Netral
@BebeTamvan,metro tv memasak,Positif
@a6idabagusaryaramatantra719,biarkan broo memasak,Netral
@didingyusdianto6340,malu sm anak istri mertua ipar pk rt pk rw ya ngaca o bro,Negatif
@johnhandinatatanjung,konoha gelap krn batako,Negatif
@bobmastermaster8907,kami sangat menantikan kehadiran kembali kerajaan nusantara untuk menghapus semua jenis korupsi di negara ini dan untuk lebih mensejahterakan seluruh rakyat indonesia nantikanlah kehadiran kembali kerajaan nusantara untuk masyarakat hidup lebih makmur dgn sekolah gratis perobatan gratis dan bantuan yg cukup untuk anak yatim kaum ekonomi lemah dan orang tua jompo dll kemudahan untuk rakyat indonesia dgn pajak yg sangat rendah yok sama kita do akan,Negatif
@argandasyahputra8521,bayak pejabat makan uang haram,Negatif
@harisde,gk selesai yg namanya korupsi di konoha karena hukuman korupsi sangat ringan sekali dibanding maling ayam,Negatif
@andisisandi3806,jangan lemah aparat nya tindak tegas ini maling biadab ini kemarin maling pisang aja di arak telanjang yg ini mustinya di tembak di depan umum,Negatif
@AgusTiawan-y8v,pengawasan dari pihak terkait selama ini kerjanya apa saja boy,Netral
@amadsubekti2278,paling hukumnya ringan denda m sudah sisanya aman rakyat sdh tau jawabannya,Negatif
@putrinovitaf3376,penghisnat bangsa harus di hukum mati,Negatif
@suparnonono4790,asli tikus berdasi ini yg mesensarakan rakyat hukum seberatnya,Negatif
@ulidarusman5841,gitu ya cara pejabat nipu rakyat sudah biasa sih di beras impor juga kali pk,Negatif
@lamhotsiahaan3943,dimana kpk kartu mati korupsi pertamina rp trilyun ini merugikan negara pake apbn ri lebih besar dari kasus harun masiku yang pake uang pribadi rp jt ngga merugikan negara ngga pake apbn ri kpk impoten tebang pilih kasus salam nkri salam bhinneka tunggal ika salam pancasila,Negatif
@bwicaksono5978,semb l h aja dan di miskin kan,Negatif
@erwinsiagian8553,bukan negara saja yg rugi kami juga rakyat yg membeli bbm pertamax sangat dirugikan jangan sampai oknum ini mencampur pertalite menjadi pertamax kan konsumen sangat di rugikan hukum mati saja itu,Negatif
@pandireza1088,hukum mati buat efek jera lainya,Negatif
@Meluncur-z3q,pantas waktu itu kebakaran kilang minyak terus,Negatif
@Aeni-wg1fz,omon dwg mau brantas korup wowo,Negatif
@antonsarwono4035,negeri penuh dagelan,Netral
@sanshapiro9836,alusna mah d jieun lego jlma nu ngrusak sga kieu mh,Negatif
@hamdaniahmad3180,seharusnya redaksinya bukan koruptor coba ya dirut pertmini adalah seorang maling kan lebih renyah kayaknya hehe,Negatif
@AlfiyantiZahra,indonesia selalu menang dlm segi koropsi nomer di dunia pantesan aja rakyat nya miskin hasil alam laut gas semua kekayaan bumi milik indonesia di curi maling koruptor keparat meraja lela,Negatif
@PutraPutrajaya-y8o,sip dikirim aj k korut untuk d adili,Negatif
@GunungHarta-r9p,karungin aja orangrakus buang kelaut merugikan negara menyeng sarakan rakyat kecil,Negatif
@korupsi56,pertanyaannya adalah selama ini duit hasil pemberantasan korupsi yg jumlahnya fantastis yg totalnya di jumlah semua sampai ribuan trilyun duit itu knp ga msk ke kas negara tp msk kantong prabowo,Negatif
@LolExdeniroda,masak chef kegosongan inimah,Netral
@iannAnakmamah,alamak bro mendapatkan bintang,Negatif
@roykumara1233,ide siapa ini,Netral
@miruzanaki4907,siapa yang membiarkan dia memasak,Negatif
@botaoi4724,lethim cook let him cokk,Netral
@JARRR_MC,apeni,Negatif
@HeiRavha,liga korupsi sedunia siapa yang menang dia akan mendapat piala dan sertifikat hukuman mati,Negatif
@nareywahyudani6790,keren pisan euy,Netral
@fananiahmad6126,hukum mati,Negatif
@BemiPutra02,ini sudah menyerengrasakan menyesengrasakan menyeresengrasakan menyesengsarakan menyesrengsarakan menyeresenrasakan menyengsarakan rakyat,Negatif
@samsu673,mahasewanya mana nih demo tu pengesahan uu perampasan aset jgn demo mayor teddy ngak penting saya yakin ngak bakal disahkan karna ketuanya dari banteng banyak kader dr banteng sebentar lg keciduk seperti era bmw berkuasa setelah tidak berkuasa banyak yg keciduk,Negatif
@bobmastermaster8907,hukum tembak mati saja bila terbukti bersalah,Negatif
@bayuwibowo320,dipenjara di cambuk in aja pak,Negatif
@vhyirsankaze682,pqling cuma thn penjara,Negatif
@teguhwibowo-bf7lu,enak bener liat koruptor duit banyak hukuman ringan penegak hukumnya juga ramah ke mereka,Negatif
@RamadanSiregar-e3g,muka yang menjijikan harus di hukumati dan rampas semuahartanya,Negatif
@antimatter7455,mana itu janji prabowo kejar koruptor ke antartika,Negatif
@saifulsaiful8131,kerja ahok yg katanya garang mana ko cuma omon jg congor ahok,Negatif
@RahmathidayatHidayat-br2co,yg ditangkap tikus kucing nya merem,Negatif
@TatiHerawati-q1r,pantesan pak prabowo selalu bilang ayo para koruptor balikin duit yg sudah di korupsi ternyata pak prabowo sudah tau siapa yg jadi maling negara rasain luh sekarang di tangkep in kasihan deh luh hari tua di dalam penjara harta nga di nikmati mampus aja luh para pelaku korupsi,Negatif
@RudiRudi-gc7fi,cocok nya di arak keliling kota,Negatif
@aiyulee6366,pertamina harus bayar lah ganti rugi ke negara sm ke rakyat,Negatif
@Adigembiel,tembak mati saja tidak usah hukum penjara,Negatif
@AminSupriyanto-bw1uy,mampus lho,Netral
@davidalvian4438,yakin kah yg bahasa isyarat bisa di mengerti,Netral
@Hiphop02,koruptor dihukum mati dan dirampas asetnya baru mantap,Negatif
@bambangwahyudi6725,petinggi pertamina gaji sdh selangit ternyata masih kurang jadi untuk semua pns dg menaikkan gaji agar tdk korupsi tdk berpengaruh agar berpengaruh koruptor layak dihukum mati,Negatif
@kerodcuyy,terbitkn perampasan aset gantung d monas jasadnya jgn d kubur di air keras aja d buatkn musium orang sampah negara biar pr pjbt tkt untuk berbuat kkn,Negatif
@bambangbambang9337,prabowo presiden koruptor akan ditumpas sedikit demi sedikit itulah yang membuat barisan sakit hati terhadap prabowo,Negatif
@radenwiralodra2066,babi emang pejabat negeri ini,Negatif
@galihsultaniyarti4168,nah yang bisa main yang punya kuasa tapi yang disalahkan adalah beban subsidi bbm kepada rakyat,Negatif
@jameswillis89,di china aja t merugikan negara tembak mati indonesia paling penjara asik bener mending jadi koruptor la,Negatif
@fahrilfunky_InfoJbJinchuriki,biarkan metro tv memasak,Netral
@anggacha2024,orang yang paham nonton orang yang gak paham nonton,Negatif
@bonca4423,mahkota lu ketinggalan king,Negatif
@erkafitria6990,absolute cinema,Netral
@FalishaAzaleaZahrin,goreng,Netral
@KucingBiruu,biarkan dia memasak bung,Negatif
@joyonegoro5180,ahok jadi komisaris utama pertamina waktu itu ngapain saja,Netral
@steel217,nangkep beritanya gede pas dihukum cm th keluar penjara ttp kaya hukum mati lah korupsi ga jauh beda sm bandar narkoba,Negatif
